file_name,drive_id,volume,issue
Heavy Metal v26 04 (2002).cbr,1-QKEYl31kficGdQ80mBJMquYJK3k5LtI,26,4
Heavy Metal v26 05 (2002).cbr,1-7AfY7f2BRzysyVnN8wX9U0Jbmo9BKMR,26,5
Heavy Metal v26 06 (2003) (svengali-DCP).cbz,16Wh72rbaowFgVM4RWIWeDCnqBJ2Eq2e_,26,6
Heavy Metal v27 01 (2003) (svengali-DCP).cbz,1djVUdkKTWrF3J8YGTf2M24vy3VC7tPXO,27,1
Heavy Metal v27 02 (2003) (svengali-DCP).cbz,1rBgTmKZt8GpKWli5sSJWJrofJrC9KQwi,27,2
Heavy Metal v27 03 (2003) (svengali-DCP).cbz,1Et6ShNrOXhrjaULnwtled72UId7cHWw2,27,3
Heavy Metal v27 04 (2003) (svengali-DCP).cbz,1C8sRUBDgHYW7I_3SNIkzMRSGzBuvnmIM,27,4
Heavy Metal v27 05 (2003) (svengali-DCP).cbz,1UfFOMsEou_lo2mvFeFArueS78ZkFlbgE,27,5
Heavy Metal v27 06 (2004) (svengali-DCP).cbz,1eeNaTOzVlR7-oiRVo8sP7b3BCzHP3iZ3,27,6
Heavy Metal v28 01 (2004).cbr,1RKckl7Oe_-s8bLvIcaQZGLrs16NKutZ7,28,1
Heavy Metal v28 02 (2004) (Humperdido).cbr,1zWBHqpEImcdjY2VqGYORLbLlg2qcxmuY,28,2
Heavy Metal v28 03 (2004) (Humperdido).cbr,1Wc1YAzmVlb_KDZ8b3pqpkW1EpOsh-O5x,28,3
Heavy Metal v28 04 (2004).cbr,1Sk6Id7NdiY1bxd1S4s34Vsmx6Rc-n9Ig,28,4
Heavy Metal v28 05 (2004) (Humperdido).cbr,1QerAXtW-Su9wStdOWuv0v_v9KeGdUOWI,28,5
Heavy Metal v28 06 (2005).cbr,1mLTe_yBJZYh1eEj-3TP_OQtXtMhG9aFF,28,6
Heavy Metal v29 01 (2005).cbr,1ZQh5mk6636AUqC3XYipFao1udbp9ZP3s,29,1
Heavy Metal v29 02 (2005).cbr,1-UqARIYNwlveaPcahXLEEtmgq8oqETcP,29,2
Heavy Metal v29 03 (2005).cbr,17nQhQ59uR-r_Ma7sMLryCYDhv56UgfH0,29,3
Heavy Metal v29 04 (2005).cbz,1zh1MV3PV2EAViB3EwyZmMcF39zzRFe7N,29,4
Heavy Metal v29 05 (2005-11) (svengali-DCP).cbz,1UJghICoWX5OSW8FLrWtYfGFDb1p8LPdi,29,5
Heavy Metal v29 06 (2006) (svengali-DCP).cbz,11XnsrRt6luy0yEHYc-0OqvuPjhL4ntqE,29,6
Heavy Metal v30 01 (2006-03) (svengali-DCP).cbz,1A7lIX5gxBvZLwuiURO10VCrlDbRExee-,30,1
Heavy Metal v30 02 (2006-05) (svengali-DCP).cbz,1rTN-D6ETq3FrR-o5GmaGytUvOGsXK5t6,30,2
Heavy Metal v30 03 (2006-07) (svengali-DCP).cbz,1MJmmh4SbBajDC861CbqBlNMF6FMtB2sc,30,3
Heavy Metal v30 04 (2006) (svengali-DCP).cbz,1tCU653dEClVJ1nteoD-t9cEtB1HgHG3i,30,4
Heavy Metal v30 05 (2006) (svengali-DCP).cbz,1cL1UQbSWnNtMH05IG_iQUZImiuX30TkT,30,5
Heavy Metal v30 06 (2007) (svengali-DCP).cbz,1t1btx4BTFsY3hNPijOblDHG9tPTeH_1W,30,6
Heavy Metal v31 01 (2007) (svengali-DCP).cbz,1OxS-6_OEnDVPMEjdQuc-SGnGjZDxSqt5,31,1
Heavy Metal v31 02 (2007) (svengali-DCP).cbz,1RsyYckjQZL6EYETJoi0LypET-t8qJ3D-,31,2
Heavy Metal v31 03 (2007) (svengali-DCP).cbz,1cQ4jCsM5wdnLN4SK0m9oYt_zG5sQ5k4P,31,3
Heavy Metal v31 04 (2007) (svengali-DCP).cbz,1HvMjJay7faVK4Upc3qRrWvFJtxYZxO1K,31,4
Heavy Metal v31 05 (2007) (svengali-DCP).cbz,1lo2L8ayoggYpqQmT4jLhF1_VtygHKWUT,31,5
Heavy Metal v31 06 (2008) (svengali-DCP).cbz,1Nz1umq5CCi0kwk6SX7Da8iAkVXPsVUH4,31,6
Heavy Metal v32 01 (2008-03) (svengali-DCP).cbz,1zRarZRk4lJYBypyfy4Cyv9Rv4nNfo2hO,32,1
Heavy Metal v32 02 (2008-05).cbr,1ScdwVmzxzrXBFS_o-LAenFjQvs_7Z38I,32,2
Heavy Metal v32 03 (2008) (svengali-DCP).cbr,1sU_GS0ferhbiQIfqmCn7izdG0pw_4SFW,32,3
Heavy Metal v32 04 (2008) (svengali-DCP).cbr,12J7htDBwDf7TuJibUsAl0VU_F3jRwTki,32,4
Heavy Metal v32 05 (2008) (svengali-DCP).cbr,1eSAYDdPhKfB6H0UPrJ01im2kYSAn4yKV,32,5
Heavy Metal v32 06 (2009) (svengali-DCP).cbr,1_ZGJ8gbZmcL5nVV3TJLOur0uw37j6qsR,32,6
Heavy Metal v32 07 (2008).cbr,1LOKF9UBZs0Q9H5huznPWIQZNRhTdQR-8,32,7
Heavy Metal v32 08 (2008) (Eerie Special).cbr,19Qsk_W72xBQ4sNkHR5L-pxs1NmyDQC_A,32,8
Heavy Metal v33 01 (2009) (svengali-DCP).cbr,1oOJIV1JR7ApbFU-egxS6xIbxSUF8YbGw,33,1
Heavy Metal v33 02 (2009) (Cryptic Special) (svengali-DCP).cbz,1LgHtVwh5wYpKCbnBjq8rhlGXgTWlbS4s,33,2
Heavy Metal v33 03 (2009) (svengali-DCP).cbz,1Z7Ic1N_4Dnfx0tiOg_gvPAFLtGKuDTvV,33,3
Heavy Metal v33 04 (2009) (svengali-DCP).cbz,1LzkVbROUVOcvHV0bLoo9APja6NpqtHt-,33,4
Heavy Metal v33 05 (2009) (Arcane Special) (svengali-DCP).cbz,1auAkTCLANunjFHiokcJIZaxVFaHKeWos,33,5
Heavy Metal v33 06 (2009) (svengali-DCP).cbr,1AbLDbygTxZ7JsqI7hWJbjAP2mHXeZRH0,33,6
Heavy Metal v33 07 (2009) (svengali-DCP).cbr,1E9cDlXWH-JNVYWMewoN94XJJdH6qRngR,33,7
Heavy Metal v33 08 (2009) (Terror Special) (svengali-DCP).cbr,1vWTlgpkTaFeP7WgLO3PGarZzSO_YS90_,33,8
Heavy Metal v33 09 (2010) (svengali-DCP).cbr,1B9jzTgqzY0JTfW-lbASJSgs9sDDhP7uP,33,9
Heavy Metal v34 01 (2010) (c2c) (svengali-DCP).cbr,15sqNYCjlt2eJtl6Z7e_fROX2wEyBR7Cp,34,1
Heavy Metal v34 02 (2010) (Mythical Special) (svengali-DCP).cbr,15HEAP2NfStWQWRlr15zg_IcIwvnazuYf,34,2
Heavy Metal v34 03 (2010) (c2c) (svengali-DCP).cbr,15jZUW9gEBQKDqN0PuR6Q_lDEc2la3rux,34,3
Heavy Metal v34 04 (2010) (c2c) (svengali-DCP).cbr,1BQpufCo5I-ckBlioFkXd0wsVWLyrg-R6,34,4
Heavy Metal v34 05 (2010) (Forbidden Special) (c2c) (svengali-DCP).cbr,1msvuRICZe2lzTkGXkPacwgR5cuL01khg,34,5
Heavy Metal v34 06 (2010) (svengali-DCP).cbz,1uGDCFo39lMfvtb-Pc9n_xKsXCKchPCZI,34,6
Heavy Metal v34 07 (2010) (Vague Prophet and Vapor Trail).cbr,16uThHlcFpTq5HTr0eA2nlym6rAWoIl51,34,7
Heavy Metal v34 08 (2010) (Vague Prophet and Vapor Trail).cbr,1W_M0TrURzn1-4jtsPPNcxs9sBLbows5v,34,8
Heavy Metal v34 09 (2011) (Vague Prophet and Vapor Trail).cbr,1JsokdOP-9-tV9I37r3aT4Ye2JPUc2Vr3,34,9
Heavy Metal v35 001 (2011-03).cbr,17DYfz9IxXdiYgcAcnbPLq-0vxYH1bPdq,35,1
Heavy Metal v35 02 (2011-05).cbr,1dU_ITSLlAcCOK_iZlle3lX6_r1o8IAaW,35,2
Heavy Metal v35 04 (2011-07).cbr,1KpF7Vsabubsn1lSm6Awij7tdXR6KqoDZ,35,4
Heavy Metal v35 05 Special (2011-Summer) - War of the Worlds Special.cbr,1cGusIVH8I_BY3GGe6mNZS4y9waRithky,35,5
Heavy Metal v35 06 (2011-09).cbr,1b0ZVSKYMNlrUPOPy-3h893Ty6H0Bm7y7,35,6
Heavy Metal v35 07 (2011-11).cbr,1BT0fVlc4QxUt5niH05G_oF_-myB7lbpK,35,7
Heavy Metal v35 08 (2012).cbr,1dmsioCDlCbsZbwM6oYrsMj3ChP22h7Up,35,8
Heavy Metal v36 001 (2012) (hybrid) (null-DCP).cbz,19CgB6gcVXq64gZrik9sZZ97V1ylGC9Qr,36,1
Heavy Metal V12 03 (1988) (c2c) (Lazarus-DCP).cbz,1gMX9zFY58vSzxUfAt7cGdxMi9A53VicT,NA,NA
Heavy Metal 292 (2018) (4 covers) (Digital) (Mephisto-Empire).cbr,1PDcIvSsRprhpbvlLnPAxsbTfwBmtWNnF,NA,NA
Heavy Metal 291 (2018) (4 covers) (Digital) (Mephisto-Empire).cbr,1A9bTJKh2D-GSwvUx8B9LbUMWDjlRLsPC,NA,NA
Heavy Metal 290 (2018) (4 covers) (Digital) (Mephisto-Empire).cbr,1l8gZoutlJ0xfAiRE7duYGq91oucd7Nxk,NA,NA
Heavy Metal 289 (2018) (4 covers) (Digital) (Mephisto-Empire).cbr,1XD4-qHeC151sTviaHe7FULWZ6qnuDt73,NA,NA
Heavy Metal 288 (2017) (3 covers) (Digital) (Mephisto-Empire).cbr,1Ak_yqJwFT6xm1jNhzI9VGM9IpeurXcqy,NA,NA
Heavy Metal 287 (2017) (3 covers) (Digital) (Mephisto-Empire).cbr,1jeqSY7v4pDcQYRPGMRQA2nZKxeHeGiKB,NA,NA
Heavy Metal 286 (2017) (3 covers) (Digital) (Mephisto-Empire).cbr,1jKNcFQEoNK9p-VnN30YxGMAuc1-oFFmE,NA,NA
Heavy Metal 285 (2017) (3 covers) (Digital) (Mephisto-Empire).cbr,1_qPR26bp_CyO6xKt43x1LfRxkd76d0sv,NA,NA
Heavy Metal 284 (2016) (3 covers) (Digital) (Mephisto-Empire).cbr,1rfEYpxXI9-ahLE5d7zKrpYkbRapIyUZw,NA,NA
Heavy Metal 283 (2016) (3 covers) (Digital) (Mephisto-Empire).cbr,1qEyu_6ZQtm9IU_RVzHE9KEMrcp6w2mee,NA,NA
Heavy Metal 282(2016)(Digital)(TLK-EMPIRE-HD).cbr,1NpYsHsRuSxTVMth5b9nr4CkrGhWdnIix,NA,NA
Heavy Metal 281(2016)(4 covers)(Digital)(TLK-EMPIRE-HD).cbr,1n7RpQAFZnHC2FXXGjig-sbyomxigylJm,NA,NA
Heavy Metal 280(2016)(Digital)(TLK-EMPIRE-HD).cbr,1nJnUok8Ynmr3Z7mSKEEwfkLGHhmz1Res,NA,NA
Heavy Metal 279(2016)(Digital)(TLK-EMPIRE-HD).cbr,1krOGuSlLU4zL-M25P2lPXlBQTYM68ffa,NA,NA
Heavy Metal 278(F)(2016)(Digital)(TLK-EMPIRE-HD).cbr,1JgotF6jiKkyBki6Dr2pH6ql3pxgJX1f5,NA,NA
Heavy Metal 277(2015)(Digital)(TLK-EMPIRE-HD).cbr,1d23Mf3dQpsHjpvhMiEZ_PpDiN0tEXKQ9,NA,NA
Heavy Metal 276(2015)(2 covers)(Digital)(TLK-EMPIRE-HD).cbr,1cSLYyGv9FD6b-Rm3FWOnk2aQZVhR6mmz,NA,NA
Heavy Metal 275(2015)(Digital)(TLK-EMPIRE-HD).cbr,1YDihaBc_ZJ34gVIWeESHI5DMgTiBEo_Y,NA,NA
Heavy Metal 274(2015)(Digital)(TLK-EMPIRE-HD).cbr,1D9lMNGYoM5RmDjnXF60N9Sn3C_fLM6pp,NA,NA
Heavy Metal 273(2015)(Digital)(TLK-EMPIRE-HD).cbr,13xuJrRSvHT7mNZCgY0m_yDhFkWV8g2V5,NA,NA
Heavy Metal 272(2014)(Digital)(TLK-EMPIRE-HD).cbr,1_X_v-w4uaL8n_P4T7bRDNsKsDcpAm0oD,NA,NA
Heavy Metal 271(2014)(Digital)(TLK-EMPIRE-HD).cbr,1Qkvpkx9TKQnBlQvuTjPAZCpy0IJ6weWr,NA,NA
Heavy Metal 270(2014)(Digital)(TLK-EMPIRE-HD).cbr,1fQWk5zYnf7fQGKp2_6LunqrF91iJuZSC,NA,NA
Heavy Metal 269(2014)(Digital)(TLK-EMPIRE-HD).cbr,1KRL5IFwjXPelPt_0IFJuNz22Q766PGwM,NA,NA
Heavy Metal 268 (2014) (Digital-Empire).cbr,1D1csfSp94jsorswk82r9J2sKNWC125Nc,NA,NA
Heavy Metal 267(2014)(c2c)(TLK-EMPIRE).cbr,1GnZs_C_scnaua0JgPl_OR7FR_jRYAYsW,NA,NA
Heavy Metal 266(2013)(c2c)(TLK-EMPIRE).cbr,19_UYIZ46GkNd9wl3YcnFKOj_o312gMDN,NA,NA
Heavy Metal 265 (c2c) (2013-09).cbz,1U87NUsvl3YCOruIN9mdFF3OQNn_Hm8st,NA,NA
Heavy Metal 264 (2013) (null-DCP).cbz,1Y1J7aOg1UiwSQUKEcO1_nsSRo3ThiE3A,NA,NA
Heavy Metal 263 (2013) (null-DCP).cbz,1cPhzivDlAtP695LzDzfO3JmFy59PHYxN,NA,NA
Heavy Metal 262 (2013) (digital-LQ) (Mars911).cbr,1Rp7bEGGqlD6O5N9-tb2HSAMIUbx_lSU2,NA,NA
Heavy Metal 261 (2013) (digital-LQ) (TECHNORCH).cbz,1oiqfVlL0bRMifiHTfITQC9tI8i_Qruv2,NA,NA
Heavy Metal 260 (2012) (digital-LQ) (Mars911).cbr,1NxpaVZ-YbltnlKrd0qz102rKc-gyB9Qp,NA,NA
Heavy Metal 259 (2012-03) (c2c).cbr,1yvK7rBsiptKK7Cb97juN4suTZGokPptg,NA,NA
