magazine,volume,issue,month,year,title,Title,Description,Authors
National Lampooon,1,25,April,1972,25th Anniversary Issue,The Playboy Fallout Shelter,NA,By Henry Beard and Michael O’Donoghue; Photographs by Leonard Soned
National Lampooon,1,25,April,1972,25th Anniversary Issue,Funny Pages,NA,"Featuring “Nuts” by Gahan Wilson; “Shab” by B. Kliban; “Cheech Wizard” by Vaughn Bode; “Baxter Bug” by Michael O’Donoghue; “Idyl” by Jeff Jones; “Anti-Comics!” by Ed Subitzky; “Vinny Shinblind, the Invisible Sex Maniac” by Susan Harris and Peter Bramley; “Doctor Colon’s Monster” by Rodrigues; “The Easter Bunny” by Bruce Cochran; and “Chicken Gutz” by Randall Enos"
National Lampooon,1,26,May,1972,Men!,“COVER,NA,"Readers searching for the answer to the question ‘Who draws more covers for the National Lampoon than any other New-York-based illustrator working out of a brownstone on East Forty-ninth Street with the initials D.H.?’ will find a clue on the half-shell, just above the D.H. signature. Painting by Dick Hess, decoration by Sandro Botticelli. As the cover proclaims, this month’s theme is ‘Men!,’ as in ‘Hooray for men!’ or ‘Oh, men!’ Take it as you like it.”"
National Lampooon,1,26,May,1972,Men!,Editorial,NA,By Anne Beatts; Illustration uncredited [clip art]
National Lampooon,1,26,May,1972,Men!,Letters,NA,Uncredited; Illustration by Marvin Mattleson
National Lampooon,1,26,May,1972,Men!,Mrs. Agnew’s Diary,NA,Uncredited [Doug Kenny]; Illustration by Marvin Mattleson
National Lampooon,1,26,May,1972,Men!,News on the March,NA,Uncredited [Henry Beard]; Photographs uncredited
National Lampooon,1,26,May,1972,Men!,True Facts,NA,Uncredited
National Lampooon,1,26,May,1972,Men!,Foto Funnies,NA,Photography and text uncredited; Illustration by Marvin Mattleson
National Lampooon,1,26,May,1972,Men!,The Unforgiving Minute,NA,By Paul Krassner; Illustration by Marvin Mattleson
National Lampooon,1,26,May,1972,Men!,Norman the Barbarian,NA,"By Sean Kelly; Illustrated by Barry Smith, lettering by Sam Rosen. Ad for “Rockwell Home Orifice Protection System”, By Ed Bluestone and Anne Beatts."
National Lampooon,1,26,May,1972,Men!,How to Score With Chicks,NA,By Doug Kenney; Illustration uncredited [possibly Michael Gross—MS]
National Lampooon,1,26,May,1972,Men!,How to Make it With Men,NA,By Amy Ephron
National Lampooon,1,26,May,1972,Men!,The Rape of the Doll,NA,Photography by Lynn Goldsmith
National Lampooon,1,26,May,1972,Men!,Mr. May,NA,By Anne Beatts; Photography by Frank Kolloegy
National Lampooon,1,26,May,1972,Men!,Foto Funnies,NA,Photography and text uncredited; Illustration by Marvin Mattleson
National Lampooon,1,26,May,1972,Men!,The Zircon as Big as the Taft,NA,By Michael O’Donoghue; Illustrated by David Palladini
National Lampooon,1,26,May,1972,Men!,This Must Stop,NA,By Tony Hendra; Photograph by Michael Gross
National Lampooon,1,26,May,1972,Men!,Men’s Pages,NA,"Featuring: Mr., By George W. S. Trow, Photographs uncredited; Odd Man Out, By Michel Choquette, Illustrated by Ralph Reese; and A Clean Breast, By George W. S. Trow"
National Lampooon,1,26,May,1972,Men!,Touching Moments,NA,By George W. S. Trow; Photography by Ronald Harris
National Lampooon,1,26,May,1972,Men!,electric archy,NA,By sean kelly; Illustrations by Randall Enos
National Lampooon,1,26,May,1972,Men!,The Wide World of Ballet,NA,By Brian McConnachie; Photographs uncredited
National Lampooon,1,26,May,1972,Men!,V*rg*s Man,NA,"V*rg*s Man, Illustration by Doug Johnson"
National Lampooon,1,26,May,1972,Men!,Stacked Like Me,NA,By Chris Miller; Illustration by Don Ivan Punchatz
National Lampooon,1,26,May,1972,Men!,The Knowledge of Fear,NA,Written and illustrated by John Glashan
National Lampooon,1,26,May,1972,Men!,Manskin Is…As Manskin Does,NA,By Tony Hendra; Collages by Randal Enos
National Lampooon,1,26,May,1972,Men!,My Gun Is Cute,NA,By Henry Beard; Illustration by Gary Morrow
National Lampooon,1,26,May,1972,Men!,Funny Pages,NA,"Featuring “Nuts” by Gahan Wilson; “Doctor Colon’s Monster” by Rodrigues; “Famous Comic Artists School” by Bruce Cochran; “Idyl” by Jeff Jones; “Beastiality Comics!” by Ed Subitzky; “Cheech Wizard” by Vaugn Bode; “The Beer Drinker” by Bruce Cochran; and “Sid, the Amoeba” by B. Kliban"
National Lampooon,1,27,June,1972,Science Fiction,“COVER,NA,"The extraterrestrial gruesifixion is once again the work of Frank “If You Think I’m Gonna Let You Keep the Original Art When I Can Get Ten Gees a Shot for Them from Collectors You’re Outta Your Gourd” Frazetta, generally acclaimed Thing-of-the-Mountain around fantasy-illustration circles for his famous Conan the Adventurer paperback covers and his eye-splitting National Lampoon work (cover, April, 1971; ‘Dragula’ cover, November 1971). Mr Frazetta now lives deep in the Poconos, where he is confident their Xykloscopic Detectors will never find him.”"
National Lampooon,1,27,June,1972,Science Fiction,Editorial,NA,By Doug Kenney; Photograph uncredited
National Lampooon,1,27,June,1972,Science Fiction,Letters,NA,Uncredited; Illustration by Marvin Mattleson
National Lampooon,1,27,June,1972,Science Fiction,Mrs. Agnew’s Diary,NA,Uncredited [Doug Kenney]; Illustration by Marvin Mattleson
National Lampooon,1,27,June,1972,Science Fiction,The Unforgiving Minute,NA,By Paul Krassner; Illustration by Marvin Mattleson
National Lampooon,1,27,June,1972,Science Fiction,News on the March,NA,Uncredited [Henry Beard]; Photographs uncredited
National Lampooon,1,27,June,1972,Science Fiction,True Facts,NA,Uncredited
National Lampooon,1,27,June,1972,Science Fiction,The Magic Lamp,NA,Cartoon by M. K. Brown
National Lampooon,1,27,June,1972,Science Fiction,The Last TV Show,NA,By Doug Kenney; Illustrated by Bruce Jones
National Lampooon,1,27,June,1972,Science Fiction,An Anthology of Next Year’s Best Science Fiction,NA,By Brian McConnachie; Illustration by Michael Gross
National Lampooon,1,27,June,1972,Science Fiction,Foto Funnies,NA,Uncredited
National Lampooon,1,27,June,1972,Science Fiction,Pipe Dream,NA,By Chris Miller; Illustration by Fred Marcellino
National Lampooon,1,27,June,1972,Science Fiction,An Interupted Luncheon,NA,By Doug Kenney; Illustrated by Michael Sullivan and Bill Skursky
National Lampooon,1,27,June,1972,Science Fiction,Dodosaurs,NA,Written and illustrated by Rick Meyerowitz
National Lampooon,1,27,June,1972,Science Fiction,Appalling 12,NA,Cartoons by Rodrigues
National Lampooon,1,27,June,1972,Science Fiction,Rejection,NA,By Gerard Conway
National Lampooon,1,27,June,1972,Science Fiction,On the Night Before the Last Day They Filmed “Star Trek”,NA,By Chris Miller
National Lampooon,1,27,June,1972,Science Fiction,Pruzy’s Pot,NA,By Theodore Sturgeon; Photograph by Larry Couzer
National Lampooon,1,27,June,1972,Science Fiction,Click,NA,Written and illustrated by Gahan Wilson
National Lampooon,1,27,June,1972,Science Fiction,"UFO The Flying Saucer Magazine,",NA,"UFO, The Flying Saucer Magazine, By Doug Kenney, Crad Kilodney, and Timothy Mayer; Illustrations by Gary Morrow, Photographs uncredited"
National Lampooon,1,27,June,1972,Science Fiction,Sextraterrestrials,NA,By Henry Beard; Illustrated by Peter Bramley
National Lampooon,1,27,June,1972,Science Fiction,Martian Jokes,NA,By Christopher Rush; Illustrated by Stan Mack
National Lampooon,1,27,June,1972,Science Fiction,Sci-Fi Quiz,NA,By Mike Olshan; Illustrated by David A. Johnson
National Lampooon,1,27,June,1972,Science Fiction,Foto Funnies,NA,Uncredited [features Chris Miller]
National Lampooon,1,27,June,1972,Science Fiction,Funnie Pages,NA,Featuring “Nuts” by Gahan Wilson; “Mule’s Diner” by Stan Mack; “Famous Comic Artists School” by Bruce Cochran; “Shab” by B. Kliban; “Doctor Colon’s Monster” by Rodrigues; “Idyl” by Jeff Jones; “Chicken Gutz” by Randall Enos; “Crossword Puzzle Comics!” by Ed Subitzky; and “Cheech Wizard” by Vaughn Bode
National Lampooon,1,28,July,1972,Surprise!,“COVER,NA,"Once again our own Art Director, Michael “Has Anybody Got an Eraser?” Gross, elbows his way into your home with this month’s cover. His last (“Is Nothing Sacred?” January, ’72) sold literally dozens after being made into a handsome wall poster. Come to think of it, his career has been looking pretty grim generally, particularly since Frederick’s of Hollywood started using photographs instead of free-lance art in their rubber-frock catalogues."
National Lampooon,1,28,July,1972,Surprise!,Editorial,NA,By Doug Kenney; Illustrated uncredited
National Lampooon,1,28,July,1972,Surprise!,Letters,NA,Uncredited; Illustration by Marvin Mattleson
National Lampooon,1,28,July,1972,Surprise!,Mrs. Agnew’s Diary,NA,Uncredited [Doug Kenney]; Illustration by Marvin Mattleson
National Lampooon,1,28,July,1972,Surprise!,News on the March,NA,"Uncredited [Henry Beard]; Illustration by Marvin Mattleson, Photographs uncredited"
National Lampooon,1,28,July,1972,Surprise!,True Facts,NA,Uncredited; Illustration by Marvin Mattleson
National Lampooon,1,28,July,1972,Surprise!,Humoroids,NA,By Henry Beard; Illustration by Marvin Mattleson
National Lampooon,1,28,July,1972,Surprise!,Saigon Times Refugee Pages,NA,"Saigon Times Refugee Pages, By John Boni and Henry Beard; Cartoon by Randall Enos, Photographs uncredited"
National Lampooon,1,28,July,1972,Surprise!,Mao’s Little Black Book,NA,By Dean Latimer; Photographs and illustrations uncredited
National Lampooon,1,28,July,1972,Surprise!,Suprise Poster,NA,By Michael O’Donoghue; Illustrated by Don Perlin
National Lampooon,1,28,July,1972,Surprise!,The Way to Become the Masculine He-Man,NA,By Chris Miller; Illustrated by Vincent Calabrese
National Lampooon,1,28,July,1972,Surprise!,Third World Comics,NA,By Dean Latimer and P. J. O’Rourke; Illustrated by Gray Morrow
National Lampooon,1,28,July,1972,Surprise!,Sermonette,NA,By Ed Bluestone; Illustrated by Frank Springer
National Lampooon,1,28,July,1972,Surprise!,Foto Funnies,NA,Uncredited [features Doug Kenney]
National Lampooon,1,28,July,1972,Surprise!,The Abandoned Sock,NA,Written and illustrated by Edward Gorey
National Lampooon,1,28,July,1972,Surprise!,Foto Funnies,NA,Uncredited [features Paul Krassner]
National Lampooon,1,28,July,1972,Surprise!,Colonel Teddy Jingo’s Sketch,NA,Written and illustrated by Bruce McCall
National Lampooon,1,28,July,1972,Surprise!,Foto Funnies,NA,Uncredited [features Chris Miller]
National Lampooon,1,28,July,1972,Surprise!,Calling Dr. Hitler,NA,By Michael Olshan; Illustration by Peter Bramley
National Lampooon,1,28,July,1972,Surprise!,The Worst Cartoons in the World,NA,By Brian McConnachie
National Lampooon,1,28,July,1972,Surprise!,Better Mouth and Saliva Catalog,NA,By Ed Bluestone; Photo collages uncredited
National Lampooon,1,28,July,1972,Surprise!,Funny Pages,NA,"Features “Nuts” by Gahan Wilson; “Prophet & Loss” by Peter Bramley; “Reverse Censorship Comics!” by Ed Subitzky; “Chicken Gutz” by Randall Enos; “Alice Pajamas” by C. Barsotti; “Idyl” by Jeff Jones; “Mercury, God’s Own Messenger” by M. K. Brown; “Shab” by B. Kliban; “Doctor Colon’s Monster” by Rodrigues; and “americarnal” by Bill Lee"
National Lampooon,1,29,August,1972,The Miracle of Democracy,“COVER,NA,"This month’s cover is by Robert Grossman, winner of the coveted National Lampoon Political Caricature Award, consisting of a handsome stipend to permit a half hour of study in any appropriate area of the fine arts, for his immortal portrayal of Richard Nixon as Pinocchio, which (as is customary for winners of this sought-after citation) appears on the cover of ‘that magazine which most fulfills the ideals and principles symbolized by the National Lampoon.”"
National Lampooon,1,29,August,1972,The Miracle of Democracy,Editorial Page,NA,By Dean Latimer and R. Schultz; Illustration by Larry Ross
National Lampooon,1,29,August,1972,The Miracle of Democracy,Letters,NA,Uncredited; Illustration by Marvin Mattleson
National Lampooon,1,29,August,1972,The Miracle of Democracy,Mrs. Agnew’s Diary,NA,Uncredited [Doug Kenney]; Illustration by Marvin Mattleson
National Lampooon,1,29,August,1972,The Miracle of Democracy,Humorrhoids,NA,By Ed Bluestone; Illustration by Marvin Mattleson
National Lampooon,1,29,August,1972,The Miracle of Democracy,True Facts,NA,Uncredited; Illustration by Marvin Mattleson
National Lampooon,1,29,August,1972,The Miracle of Democracy,News on the March,NA,Uncredited [Henry Beard]; Photographs uncredited
National Lampooon,1,29,August,1972,The Miracle of Democracy,Tales from the South,NA,By Michael O’Donoghue; Illustrated by Don Perlin
National Lampooon,1,29,August,1972,The Miracle of Democracy,Equal Time,NA,"By Anne Beatts, Brian McConnachie, P. J. O’Rourke, and Tony Hendra"
National Lampooon,1,29,August,1972,The Miracle of Democracy,The Miracle of Seniority,NA,Written and illustrated by Gahan Wilson
National Lampooon,1,29,August,1972,The Miracle of Democracy,The Miracle of Democracy,NA,By Doug Kenney; Illustrations by Bruce McCall
National Lampooon,1,29,August,1972,The Miracle of Democracy,Assassin,NA,Cartoons by Rodrigues
National Lampooon,1,29,August,1972,The Miracle of Democracy,True Politics,NA,By Henry Beard; Photographs uncredited
National Lampooon,1,29,August,1972,The Miracle of Democracy,The Love Song of J. Edgar Hoover,NA,By Sean Kelly; Illustration by Michael Gross
National Lampooon,1,29,August,1972,The Miracle of Democracy,The Coronation of King Dick,NA,"By Tony Hendra and Sean Kelly; Photography by Michael Sullivan, Illustrations by Jeffery Prescott and Harry Fischman"
National Lampooon,1,29,August,1972,The Miracle of Democracy,Freedom of Choice,NA,By Michael O’Donoghue; Illustration by Michael Gross
National Lampooon,1,29,August,1972,The Miracle of Democracy,Tommy Tucker A Reactionary Hero’s Glorious Challenge to the Forces of,NA,NA
National Lampooon,1,29,August,1972,The Miracle of Democracy,Arrogant Progressivism,NA,By Dean Latimer; Illustrated by Joe Orlando
National Lampooon,1,29,August,1972,The Miracle of Democracy,O Tempora! O Sophomores!,NA,By Rick Meyerowitz
National Lampooon,1,29,August,1972,The Miracle of Democracy,Foto Funnies,NA,Uncredited [features Michael Gross]
National Lampooon,1,29,August,1972,The Miracle of Democracy,Funny Pages,NA,"Featuring “Nuts” by Gahan Wilson; “Idyl” by Jeff Jones; “Farouk Comix” by Youssarian, “Vinny Shinblind, the Invisible Sex Maniac” by Susan Harris and Peter Bramley; “The Adams” by Nitka; “The Adventures of Fred Kismiass” by Ed Subitzky; “Shab” by B. Kliban; “Whistle-Stop” by M. K. Brown; “Baxter Bug” by Michael O’Donoghue and [?] Hart; “Doctor Colon’s Monster” by Rodrigues; “Sermonette” by Ed Bluestone and Frank Springer; and “Chicken Gutz” by Randall Enos"
National Lampooon,1,30,September,1972,Boredom,“COVER,NA,"This month’s cover was developed by Michael Doret and Charles White III. Mike and Charlie (both have a great sense of humor, by the way) have been partners for years, and have been in an out of just about everything. They began on Seventh Avenue designing table linens, tried marketing Hearts of Palm Frozen Pie in the ghetto, and last year had a VISTA grant to teach junkies how to dance. We stole them away from a prominent massage parlor and set them to work.”"
National Lampooon,1,30,September,1972,Boredom,Editorial,NA,By George W. S. Trow; Comic strips by Randall Enos
National Lampooon,1,30,September,1972,Boredom,Letters,NA,Uncredited; Illustration by Marvin Mattleson
National Lampooon,1,30,September,1972,Boredom,Mrs. Agnew’s Diary,NA,Uncredited [Doug Kenney]; Illustration by Marvin Mattleson
National Lampooon,1,30,September,1972,Boredom,Goin’ West,NA,Cartoon by M. K. Brown
National Lampooon,1,30,September,1972,Boredom,News on the March,NA,"Uncredited [Henry Beard]; Illustration by Marvin Mattleson, Photographs uncredited"
National Lampooon,1,30,September,1972,Boredom,True Facts,NA,Uncredited; Illustration by Marvin Mattleson
National Lampooon,1,30,September,1972,Boredom,George Sanders Memorial Boredom Awards,NA,Uncredited; Illustrations by Philip Hays and Michael Gross [?]
National Lampooon,1,30,September,1972,Boredom,Interior Decorating,NA,"By George W. S. Trow; Illustrations by Ulvis Klavins, Charles White III, Photographs uncredited"
National Lampooon,1,30,September,1972,Boredom,Lady Inga’s Performing Cows,NA,Dean Latimer; Illustration by Fritz Braly
National Lampooon,1,30,September,1972,Boredom,Boredom Stamps,NA,Illustrated by Michael Doret
National Lampooon,1,30,September,1972,Boredom,Boredom Redemption Catalogue,NA,By George W. S. Trow and Sean Kelly; Illustrationby Michael Doret
National Lampooon,1,30,September,1972,Boredom,Wide World of Meat,NA,By Tony Hendra; Photocollage by Ron Barrett
National Lampooon,1,30,September,1972,Boredom,The National Geographic,NA,By Dean Latimer and Sean Kelly; Photographs by Bruce Bacon
National Lampooon,1,30,September,1972,Boredom,The I Chink,NA,By Dean Latimer
National Lampooon,1,30,September,1972,Boredom,Celebrity Siblings Comics,NA,By Henry Beard; Illustrated by Ralph Reese
National Lampooon,1,30,September,1972,Boredom,Boredom Redemption–Big Prizes,NA,By Michael O’Donoghue; Illustrations by Michael Horen and Charles White III
National Lampooon,1,30,September,1972,Boredom,Interstate Bus Set,NA,By P. J. O’Rourke; Photographs by Bruce Bacon
National Lampooon,1,30,September,1972,Boredom,Foto Funnies,NA,Uncredited
National Lampooon,1,30,September,1972,Boredom,Fillmore Divorce,NA,By Cindy Laverty; Lettering by Michael Doret
National Lampooon,1,30,September,1972,Boredom,Refrigerator Rally,NA,By Henry Beard; Illustrations by Kenny Kneitel and Charles White III
National Lampooon,1,30,September,1972,Boredom,More to Come,NA,By Michael O’Donoghue; Illustration by Daniel Maffia
National Lampooon,1,30,September,1972,Boredom,Bland Hotel,NA,By George W. S. Trow; Postcards by Jim Hans
National Lampooon,1,30,September,1972,Boredom,Our White Heritage,NA,"By Henry Beard, Michael O’Donoghue, and George W. S. Trow; Illustrations and photographs uncredited"
National Lampooon,1,30,September,1972,Boredom,Funny Pages,NA,Featuring “Nuts” by Gahan Wilson; “Russ de la Rocca—Worm Trainer of the Americas” by M. K. Brown; “Shab” by B. Kliban; “The Adventures of the United States Weather Bureau/Mafia Tales/VD Clinic” by Rodrigues; “In the French Restaurant” by Ed Subitsky; and “Chicken Gutz” by Randall Enos
National Lampooon,1,31,October,1972,Remember Those Fabulous Sixties?,“COVER,NA,"The exact meaning of this month’s cover is unclear, but if you play it backwards, there are some interesting hints about Paul. Its title is: ‘It’s Going to Be the Very Next Craze’ (see above). It was painted by Gilbert Stone, who did the latest Band album jacket, which makes him okay with us, because we’re all into album jackets (see above).”"
National Lampooon,1,31,October,1972,Remember Those Fabulous Sixties?,Editorial,NA,By Sean Kelly; Illustration by Randall Enos
National Lampooon,1,31,October,1972,Remember Those Fabulous Sixties?,Letters,NA,Uncredited; Illustration by Marvin Mattleson
National Lampooon,1,31,October,1972,Remember Those Fabulous Sixties?,Mrs. Agnew’s Diary,NA,Uncredited [Doug Kenney]; Illustration by Marvin Mattleson
National Lampooon,1,31,October,1972,Remember Those Fabulous Sixties?,True Facts,NA,Uncredited; Illustration by Marvin Mattleson
National Lampooon,1,31,October,1972,Remember Those Fabulous Sixties?,News on the March,NA,"Uncredited [Henry Beard]; Illustration by Marvin Mattleson, Photographs uncredited"
National Lampooon,1,31,October,1972,Remember Those Fabulous Sixties?,Hot Flashes,NA,"Uncredited; Illustration by Marvin Mattleson, Photographs uncredited"
National Lampooon,1,31,October,1972,Remember Those Fabulous Sixties?,Humorrhoids,NA,By P. J. O’Rourke; Illustration by Marvin Mattleson
National Lampooon,1,31,October,1972,Remember Those Fabulous Sixties?,The Camelot Times,NA,"By Dean Latimer, P. J. O’Rourke, and Henry Beard; Photographs uncredited"
National Lampooon,1,31,October,1972,Remember Those Fabulous Sixties?,Foto Funnies,NA,Uncredited
National Lampooon,1,31,October,1972,Remember Those Fabulous Sixties?,"OD The Game of Drug Abuse,",NA,By Michael O’Donoghue and Anne Beatts; Illustration by Mari Kaestle
National Lampooon,1,31,October,1972,Remember Those Fabulous Sixties?,The Ventures of Zimmerman,NA,"By Tony Hendra and Sean Kelly; Illustrated by Neal Adams. To Honor a Decade of Dissent, By Cindy Laverty"
National Lampooon,1,31,October,1972,Remember Those Fabulous Sixties?,"See Me Deal Me, Clutch Me, Steal Me,",NA,By Alan Coren; Illustration uncredited
National Lampooon,1,31,October,1972,Remember Those Fabulous Sixties?,Where the Weird Things Are,NA,By Michael O’Donoghue; Illustration by Wally Neibart
National Lampooon,1,31,October,1972,Remember Those Fabulous Sixties?,The Assassination of Vaugh Meader,NA,Written and illustrated by Neke Carson
National Lampooon,1,31,October,1972,Remember Those Fabulous Sixties?,Junkhead Comics,NA,By Dean Latimer and Ray Schultz
National Lampooon,1,31,October,1972,Remember Those Fabulous Sixties?,An Afternoon on St. Mark’s Place Sometime Late in the 1960s,NA,By P. J. O’Rourke; Illustration by Randall Enos
National Lampooon,1,31,October,1972,Remember Those Fabulous Sixties?,Foto Funnies,NA,Uncredited [features Chris Miller]
National Lampooon,1,31,October,1972,Remember Those Fabulous Sixties?,Come for Your Life,NA,By Chris Miller; Illustration by Melinda Bordelon
National Lampooon,1,31,October,1972,Remember Those Fabulous Sixties?,Underneath the Underground,NA,By John Glashan
National Lampooon,1,31,October,1972,Remember Those Fabulous Sixties?,Rim Shot,NA,"By P. J. O’Rourke, Rick Ballen, Sean Kelly, Dean Latimer, Michael O’Donoghue; Illustration by Michael Gross, Photographs by Steve Myers"
National Lampooon,1,31,October,1972,Remember Those Fabulous Sixties?,Your Ad Here,NA,"By Michael O’Donoghue; Photographs by Larry Couzens and David Kaestle, Illustration by Warren Sattler"
National Lampooon,1,31,October,1972,Remember Those Fabulous Sixties?,"Watts Kalifornia (Huh?),",NA,"Watts, Kalifornia (Huh?), By Brian McConnachie; Photograph by Ronald G. Harris"
National Lampooon,1,31,October,1972,Remember Those Fabulous Sixties?,Funny Pages,NA,"Featuring “Nuts” by Gahan Wilson; “Mule’s Diner” by Stan Mack; “Famous Comic Artists School” by Bruce Cochran; “Idyl” by Jeff Jones; “Turkeys” by John Brent and Bobby London; “Beans Morocco Rides Again” by M. K. Brown; a tiny untitled strip by Randal Enos; “Radio Rae” by Trina; “Chicken Gutz” by Randall Enos; “Off-the-Page Comics!” by Ed Subitzky; and “The Aesop Brothers, Siamese Twins” by Rodrigues"
National Lampooon,1,32,November,1972,Decadence,“COVER,NA,"This month’s cover is entitled ‘The Lady of the Bathwater’ and was photographed by Steve Meyers. By now the astute reader is probably wondering, ‘If this, as it would certainly appear to be, is intended as an off-the-wall parody of Sir Walter Scott’s Lady of the Lake, then why the fuck is a man’s hand holding the sword?’ The explanation is simple. Michael O’Donoghue, who came up with the idea, turned the entire project over to Art Director Michael Gross. O’Donoghue didn’t bother to go over every detail with Gross because he figured any schoolboy has read King Arthur, not realizing that Gross, who’s still trying to finsh a Blackhawk comic he bagan some months ago, thinks that King Arthur is a seaport in Texas. When he saw the cover, O’Donoghue, always considerate of other’s feelings, slow to condemn and quick to forgive, just didn’t have the heart to tell Gross that his is a stupid, illiterate, cloddish, defective, imbecilic, retarded, dense, moronic, subnormal, feeble-minded dolt who’s about as bright as a night-light and as sharp as a napkin. Your brain belongs in Forest Lawn, you beef-witted dumbhead!!!"
National Lampooon,1,32,November,1972,Decadence,Editorial,NA,By Michael O’Donoghue; Illustrations and photographs uncredited
National Lampooon,1,32,November,1972,Decadence,Letters,NA,Uncredited; Illustration by Marvin Mattleson
National Lampooon,1,32,November,1972,Decadence,True Facts,NA,Uncredited; Illustration by Marvin Mattleson
National Lampooon,1,32,November,1972,Decadence,Mrs. Agnew’s Diary,NA,Uncredited [Doug Kenney]; Illustration by Marvin Mattleson
National Lampooon,1,32,November,1972,Decadence,News on the March,NA,"Uncredited [Henry Beard]; Illustration by Marvin Mattleson, Photographs uncredited"
National Lampooon,1,32,November,1972,Decadence,FETISH SUPPLEMENT,NA,Illustration by Brad Holland
National Lampooon,1,32,November,1972,Decadence,How to Talk Dirty in Esperanto,NA,By Kichard Bonker and Henry Beard; Illustrated by Bruce Cochran
National Lampooon,1,32,November,1972,Decadence,Hard-Corpse Pornography,NA,By Terry Southern
National Lampooon,1,32,November,1972,Decadence,O Comes to America,NA,By Anne Beatts; Illustration by Jeff Jones
National Lampooon,1,32,November,1972,Decadence,Rural Free Love,NA,By Brian McConnachie; Illustration by Tom Balchunas
National Lampooon,1,32,November,1972,Decadence,Fredrick’s of Toyland,NA,By Michael O’Donoghue and Mary Jenifer Mitchell; Illustrated by Neke Carson
National Lampooon,1,32,November,1972,Decadence,"Chickmeat Fish & Poultry,",NA,By Anne Beatts and Michael O’Donoghue; Illustrations by Michael Doret and Charles White III
National Lampooon,1,32,November,1972,Decadence,The Remnants of Dignity,NA,By Ed Bluestone; Illustrated by Frank Springer
National Lampooon,1,32,November,1972,Decadence,DEFEAT DAY SECTION,NA,"By Henry Beard, Tony Hendra, and Sean Kelly"
National Lampooon,1,32,November,1972,Decadence,Daily Examiner,NA,Photographs by Judy Hendra and uncredited; Illustration uncredited
National Lampooon,1,32,November,1972,Decadence,U.S. Army Decorations and Badges for the War in Vietnam (1962-1972),NA,"U.S. Army Decorations and Badges for the War in Vietnam (1962-1972), Illustrated by [?] Mayo and Warren Sattler"
National Lampooon,1,32,November,1972,Decadence,Vestiges,NA,Illustrated by Daniel Maffia
National Lampooon,1,32,November,1972,Decadence,Foto Funnies,NA,Uncredited [features Brian McConnachie and a Nixon look-alike]
National Lampooon,1,32,November,1972,Decadence,Vintage Auto Demo Derby,NA,By Michael O’Donoghue; Illustrated by Frank Springer and Alan Rose
National Lampooon,1,32,November,1972,Decadence,Sgt. Shriver’s Bleeding Hearts Club Band,NA,By Sean Kelly; Illustration by Lee Starsland
National Lampooon,1,32,November,1972,Decadence,Surprise Poster #2,NA,By Michael O’Donoghue; Illustration by Dick Hess
National Lampooon,1,32,November,1972,Decadence,The Iliad and the Ecstasy,NA,By P. J. O’Rourke; Photographs uncredited
National Lampooon,1,32,November,1972,Decadence,Funny Pages,NA,"Featuring “Nuts” by Gahan Wilson; “Chicken Gutz” by Randall Enos; “Trots and Bonnie” by Shary Flenniken; “Idyl” by Jeff Jones; “Dirty Duck” by Bobby London; “Polaroid Pornographic Comics!” by Ed Subitzky; an untitled strip by Randall Enos; and “The Aesop Brothers, Siamese Twins” by Rodrigues"
National Lampooon,1,33,December,1972,Easter,“COVER,NA,"This month’s cover is by Rick Meyerowitz and is entitled ‘The Old Switcheroo Lives, But Can We Make a T-Shirt Out of It?’ One might make the observation that if that bunny rabbit is really crammed into the cover as it appears, why then is the logo dropping down instead of being forced up as physics would dictate? Our Design Director Michael Gross explains: ‘Yeah, well, maybe so, but bunny rabbits don’t have lumps on the tops of their heads. If they had lumps on the tops, we could force the logo up; but they don’t, so it’s got to go down.”"
National Lampooon,1,33,December,1972,Easter,Editorial,NA,Uncredited; Cartoon by Picha
National Lampooon,1,33,December,1972,Easter,Letters,NA,Uncredited; Illustration by Marvin Mattleson
National Lampooon,1,33,December,1972,Easter,Mrs. Agnew’s Diary,NA,Uncredited [Doug Kenney]; Illustration by Marvin Mattleson
National Lampooon,1,33,December,1972,Easter,True Facts,NA,Uncredited; Illustration by Marvin Mattleson
National Lampooon,1,33,December,1972,Easter,News on the March,NA,"Uncredited [Henry Beard]; Illustration by Marvin Mattleson, Photographs uncredited"
National Lampooon,1,33,December,1972,Easter,Humorrhoids,NA,By Hugo Flesch; Illustration by Marvin Mattleson
National Lampooon,1,33,December,1972,Easter,Dr. Trow’s Schools,NA,By George W. S. Trow; Illustrated by Joe Orlando
National Lampooon,1,33,December,1972,Easter,"The Golden Wonderful Treasure of the Most Expensive Christmas Giftbooks of All Time,",NA,By Gerry Sussman; Photograph uncredited
National Lampooon,1,33,December,1972,Easter,Inventions That Never Made It,NA,Uncredited
National Lampooon,1,33,December,1972,Easter,Chess Piece,NA,By Ed Bluestone; Illustrated by Frank Springer
National Lampooon,1,33,December,1972,Easter,The Gift of the Magi,NA,By Chris Miller; Photograph by Ronald G. Harris
National Lampooon,1,33,December,1972,Easter,Foto Funnies,NA,Uncredited [features a Nixon look-alike]
National Lampooon,1,33,December,1972,Easter,Men’s Liberation,NA,Cartoons by Rodrigues
National Lampooon,1,33,December,1972,Easter,Diplomatic Etiquette,NA,By John Boni
