site,date,year,month,sample_time,bacteria,precip_wk,precip_t0,precip_t1,precip_t2,precip_t3,precip_t4,precip_t5,precip_t6,notes,quality,closest_tide_Id,tide_station_id,tide_time,tide_level,good_tide_station,hours_since_last,flood_or_ebb,weather_station,TEMP,PRCP
"Flushing Bay, World's Fair Marina Pier 1 West",2016-06-02,2016,6,2016-06-02T13:34:00Z,10,1.65,0,0,0,1.65,0,0,0,,Good,8517251,8517251,2016-06-02T10:18:00Z,4.989,FALSE,3.2666666666666666,-1,Central Park,70.07,0
"Harlem River, Little Hell Gate",2016-06-02,2016,6,2016-06-02T12:20:00Z,10,1.65,0,0,0,1.65,0,0,0,,Good,8517401,8517401,2016-06-02T08:16:00Z,-0.185,TRUE,4.066666666666666,1,Central Park,70.07,0
"Harlem River, Swindlers Cove/Peter J. Sharpe Boathouse",2016-06-02,2016,6,2016-06-02T11:07:00Z,10,1.65,0,0,0,1.65,0,0,0,,Good,8518902,8518902,2016-06-02T05:11:00Z,0.06,TRUE,5.933333333333334,1,Central Park,70.07,0
"Newtown Creek, North Henry Street",2016-06-02,2016,6,2016-06-02T17:25:00Z,20,1.65,0,0,0,1.65,0,0,0,,Good,8517673,8517673,2016-06-02T11:40:00Z,4.44,TRUE,5.75,-1,Central Park,70.07,0
"Flushing Bay, World's Fair Marina Pier 1 East",2016-06-02,2016,6,2016-06-02T13:32:00Z,20,1.65,0,0,0,1.65,0,0,0,,Good,8517251,8517251,2016-06-02T10:18:00Z,4.989,FALSE,3.2333333333333334,-1,Central Park,70.07,0
"Hudson River, Pier 84",2016-06-02,2016,6,2016-06-02T11:43:00Z,20,1.65,0,0,0,1.65,0,0,0,,Good,8530645,8530645,2016-06-02T10:31:00Z,4.789,TRUE,1.2,-1,Central Park,70.07,0
Flushing Creek,2016-06-02,2016,6,2016-06-02T13:25:00Z,30,1.65,0,0,0,1.65,0,0,0,,Good,8517251,8517251,2016-06-02T10:18:00Z,4.989,FALSE,3.1166666666666667,-1,Central Park,70.07,0
"Flushing Meadows-Corona Park, Meadow Lake",2016-06-02,2016,6,2016-06-02T13:43:00Z,31,1.65,0,0,0,1.65,0,0,0,,Good,8517251,8517251,2016-06-02T10:18:00Z,4.989,FALSE,3.4166666666666665,-1,Central Park,70.07,0
"Hudson River, Pier 96",2016-06-02,2016,6,2016-06-02T11:53:00Z,31,1.65,0,0,0,1.65,0,0,0,,Good,8530645,8530645,2016-06-02T10:31:00Z,4.789,TRUE,1.3666666666666667,-1,Central Park,70.07,0
"Hudson River, West 145th Street",2016-06-02,2016,6,2016-06-02T13:10:00Z,41,1.65,0,0,0,1.65,0,0,0,,Fair,8530505,8530505,2016-06-02T10:49:00Z,4.64,TRUE,2.35,-1,Central Park,70.07,0
"Hudson River, Inwood Canoe Club",2016-06-02,2016,6,2016-06-02T11:55:00Z,52,1.65,0,0,0,1.65,0,0,0,,Fair,8518902,8518902,2016-06-02T11:07:00Z,4.328,TRUE,0.8,-1,Central Park,70.07,0
"Harlem River, North Cove",2016-06-02,2016,6,2016-06-02T14:33:00Z,63,1.65,0,0,0,1.65,0,0,0,,Fair,8518902,8518902,2016-06-02T11:07:00Z,4.328,TRUE,3.433333333333333,-1,Central Park,70.07,0
"Hudson River, Yonkers Paddling and Rowing Club",2016-06-02,2016,6,2016-06-02T16:15:00Z,70,1.65,0,0,0,1.65,0,0,0,,Fair,8530095,8530095,2016-06-02T11:23:00Z,4.141,TRUE,4.866666666666666,-1,Central Park,70.07,0
"Hudson River, Pier 66",2016-06-02,2016,6,2016-06-02T15:58:00Z,74,1.65,0,0,0,1.65,0,0,0,,Fair,8530645,8530645,2016-06-02T10:31:00Z,4.789,TRUE,5.45,-1,Central Park,70.07,0
"Hudson River, West 133rd Street/Piers Park Kayak Dock",2016-06-02,2016,6,2016-06-02T13:22:00Z,84,1.65,0,0,0,1.65,0,0,0,,Fair,8530505,8530505,2016-06-02T10:49:00Z,4.64,TRUE,2.55,-1,Central Park,70.07,0
"Bronx Kill, east end",2016-06-02,2016,6,2016-06-02T12:32:00Z,146,1.65,0,0,0,1.65,0,0,0,,Unacceptable,8518639,8518639,2016-06-02T08:16:00Z,-0.342,TRUE,4.266666666666667,1,Central Park,70.07,0
"Hudson River, Pier 99 Boat Ramp",2016-06-02,2016,6,2016-06-02T13:37:00Z,173,1.65,0,0,0,1.65,0,0,0,,Unacceptable,8530645,8530645,2016-06-02T10:31:00Z,4.789,TRUE,3.1,-1,Central Park,70.07,0
"East River, Hallets Cove",2016-06-02,2016,6,2016-06-02T12:10:00Z,203,1.65,0,0,0,1.65,0,0,0,,Unacceptable,8518668,8518668,2016-06-02T06:08:00Z,0.146,TRUE,6.033333333333333,1,Central Park,70.07,0
"Harlem River, Muscota Marsh",2016-06-02,2016,6,2016-06-02T13:05:00Z,253,1.65,0,0,0,1.65,0,0,0,,Unacceptable,8518903,8518903,2016-06-02T11:10:00Z,4.191,TRUE,1.9166666666666667,-1,Central Park,70.07,0
"East River, Dumbo Cove",2016-06-02,2016,6,2016-06-02T13:55:00Z,265,1.65,0,0,0,1.65,0,0,0,,Unacceptable,8517847,8517847,2016-06-02T10:53:00Z,5.078,TRUE,3.033333333333333,-1,Central Park,70.07,0
"Saw Mill River, daylighted section",2016-06-02,2016,6,2016-06-02T16:05:00Z,320,1.65,0,0,0,1.65,0,0,0,,Unacceptable,8530095,8530095,2016-06-02T11:23:00Z,4.141,TRUE,4.7,-1,Central Park,70.07,0
Prospect Park Lake,2016-06-02,2016,6,2016-06-02T11:15:00Z,341,1.65,0,0,0,1.65,0,0,0,,Unacceptable,8517921,8517921,2016-06-02T10:00:00Z,5.139,TRUE,1.25,-1,Central Park,70.07,0
"Bronx Kill, west end",2016-06-02,2016,6,2016-06-02T12:44:00Z,487,1.65,0,0,0,1.65,0,0,0,,Unacceptable,8518643,8518643,2016-06-02T12:24:00Z,4.83,TRUE,0.3333333333333333,-1,Central Park,70.07,0
"Hudson River, Hoboken Cove Beach",2016-06-02,2016,6,2016-06-02T14:45:00Z,845,1.65,0,0,0,1.65,0,0,0,,Unacceptable,8530645,8530645,2016-06-02T10:31:00Z,4.789,TRUE,4.233333333333333,-1,Central Park,70.07,0
"Gowanus Canal, Bond Street",2016-06-02,2016,6,2016-06-02T10:40:00Z,3255,1.65,0,0,0,1.65,0,0,0,,Unacceptable,8517921,8517921,2016-06-02T10:00:00Z,5.139,TRUE,0.6666666666666666,-1,Central Park,70.07,0
"Bronx River, Hunts Point Riverside Park",2016-06-02,2016,6,2016-06-02T21:10:00Z,0,1.65,0,0,0,1.65,0,0,0,,Not Detected,8518621,8518621,2016-06-02T20:08:00Z,-0.178,TRUE,1.0333333333333334,1,Central Park,70.07,0
"Newtown Creek, North Brooklyn Community Boathouse/Pulaski Bridge",2016-06-02,2016,6,2016-06-02T15:32:00Z,0,1.65,0,0,0,1.65,0,0,0,,Not Detected,8517673,8517673,2016-06-02T11:40:00Z,4.44,TRUE,3.8666666666666667,-1,Central Park,70.07,0
"Hudson River, Pier 40",2016-06-02,2016,6,2016-06-02T15:20:00Z,0,1.65,0,0,0,1.65,0,0,0,,Not Detected,8518750,8518750,2016-06-02T10:18:00Z,4.989,TRUE,5.033333333333333,-1,Central Park,70.07,0
"Hudson River, Pier 26",2016-06-02,2016,6,2016-06-02T13:00:00Z,0,1.65,0,0,0,1.65,0,0,0,0 ,Not Detected,8518750,8518750,2016-06-02T10:18:00Z,4.989,TRUE,2.7,-1,Central Park,70.07,0
"East River, Anable Basin",2016-06-02,2016,6,2016-06-02T12:25:00Z,0,1.65,0,0,0,1.65,0,0,0,,Not Detected,8517673,8517673,2016-06-02T11:40:00Z,4.44,TRUE,0.75,-1,Central Park,70.07,0
Little Neck Bay,2016-06-02,2016,6,2016-06-02T12:15:00Z,0,1.65,0,0,0,1.65,0,0,0,,Not Detected,8516990,8516990,2016-06-02T08:02:00Z,-0.287,TRUE,4.216666666666667,1,Central Park,70.07,0
"East River, Gantry State Park",2016-06-02,2016,6,2016-06-02T12:00:00Z,0,1.65,0,0,0,1.65,0,0,0,,Not Detected,8517673,8517673,2016-06-02T11:40:00Z,4.44,TRUE,0.3333333333333333,-1,Central Park,70.07,0
"Hudson River, Pier 66",2016-06-09,2016,6,2016-06-09T15:13:00Z,10,1.8,0,0.45,0,0,0.91,0.4,0.04,,Good,8530645,8530645,2016-06-09T10:48:00Z,-0.196,TRUE,4.416666666666667,1,Central Park,62.51,0
"Flushing Meadows-Corona Park, Meadow Lake",2016-06-09,2016,6,2016-06-09T13:53:00Z,10,1.8,0,0.45,0,0,0.91,0.4,0.04,,Good,8517251,8517251,2016-06-09T10:33:00Z,-0.204,FALSE,3.3333333333333335,1,Central Park,62.51,0
"Hudson River, Pier 40",2016-06-09,2016,6,2016-06-09T16:17:00Z,20,1.8,0,0.45,0,0,0.91,0.4,0.04,,Good,8518750,8518750,2016-06-09T10:33:00Z,-0.204,TRUE,5.733333333333333,1,Central Park,62.51,0
"Hudson River, Pier 26",2016-06-09,2016,6,2016-06-09T14:30:00Z,30,1.8,0,0.45,0,0,0.91,0.4,0.04,,Good,8518750,8518750,2016-06-09T10:33:00Z,-0.204,TRUE,3.95,1,Central Park,62.51,0
"East River, Dumbo Cove",2016-06-09,2016,6,2016-06-09T14:18:00Z,30,1.8,0,0.45,0,0,0.91,0.4,0.04,,Good,8517847,8517847,2016-06-09T10:31:00Z,-0.083,TRUE,3.783333333333333,1,Central Park,62.51,0
"East River, Pier 42/Jackson Street",2016-06-09,2016,6,2016-06-09T14:56:00Z,41,1.8,0,0.45,0,0,0.91,0.4,0.04,,Fair,8517732,8517732,2016-06-09T10:55:00Z,-0.214,TRUE,4.016666666666667,1,Central Park,62.51,0
"Hudson River, West 145th Street",2016-06-09,2016,6,2016-06-09T13:23:00Z,52,1.8,0,0.45,0,0,0.91,0.4,0.04,,Fair,8530505,8530505,2016-06-09T11:01:00Z,-0.189,TRUE,2.3666666666666667,1,Central Park,62.51,0
"Gowanus Canal, Bond Street",2016-06-09,2016,6,2016-06-09T10:45:00Z,52,1.8,0,0.45,0,0,0.91,0.4,0.04,"""non-foam sample""",Fair,8517921,8517921,2016-06-09T10:21:00Z,-0.194,TRUE,0.4,1,Central Park,62.51,0
"Bronx Kill, east end",2016-06-09,2016,6,2016-06-09T13:18:00Z,63,1.8,0,0.45,0,0,0.91,0.4,0.04,,Fair,8518639,8518639,2016-06-09T07:20:00Z,7.132,TRUE,5.966666666666667,-1,Central Park,62.51,0
"East River, Gantry State Park",2016-06-09,2016,6,2016-06-09T11:10:00Z,63,1.8,0,0.45,0,0,0.91,0.4,0.04,,Fair,8517673,8517673,2016-06-09T05:24:00Z,4.768,TRUE,5.766666666666667,-1,Central Park,62.51,0
"Hudson River, West 133rd Street/Piers Park Kayak Dock",2016-06-09,2016,6,2016-06-09T13:35:00Z,75,1.8,0,0.45,0,0,0.91,0.4,0.04,,Fair,8530505,8530505,2016-06-09T11:01:00Z,-0.189,TRUE,2.566666666666667,1,Central Park,62.51,0
"East River, Hallets Cove",2016-06-09,2016,6,2016-06-09T12:20:00Z,84,1.8,0,0.45,0,0,0.91,0.4,0.04,,Fair,8518668,8518668,2016-06-09T12:12:00Z,0.159,TRUE,0.13333333333333333,1,Central Park,62.51,0
"Hudson River, Pier 84",2016-06-09,2016,6,2016-06-09T11:38:00Z,85,1.8,0,0.45,0,0,0.91,0.4,0.04,,Fair,8530645,8530645,2016-06-09T10:48:00Z,-0.196,TRUE,0.8333333333333334,1,Central Park,62.51,0
"Harlem River, Swindlers Cove/Peter J. Sharpe Boathouse",2016-06-09,2016,6,2016-06-09T14:17:00Z,95,1.8,0,0.45,0,0,0.91,0.4,0.04,,Fair,8518902,8518902,2016-06-09T11:15:00Z,-0.133,TRUE,3.033333333333333,1,Central Park,62.51,0
Prospect Park Lake,2016-06-09,2016,6,2016-06-09T11:45:00Z,108,1.8,0,0.45,0,0,0.91,0.4,0.04,,Unacceptable,8517921,8517921,2016-06-09T10:21:00Z,-0.194,TRUE,1.4,1,Central Park,62.51,0
"East River, Bushwick Inlet Park Beach",2016-06-09,2016,6,2016-06-09T15:08:00Z,131,1.8,0,0.45,0,0,0.91,0.4,0.04,,Unacceptable,8518699,8518699,2016-06-09T10:55:00Z,-0.146,TRUE,4.216666666666667,1,Central Park,62.51,0
"Hudson River, Pier 96",2016-06-09,2016,6,2016-06-09T11:47:00Z,134,1.8,0,0.45,0,0,0.91,0.4,0.04,,Unacceptable,8530645,8530645,2016-06-09T10:48:00Z,-0.196,TRUE,0.9833333333333333,1,Central Park,62.51,0
"Hudson River, Pier I/70th Street",2016-06-09,2016,6,2016-06-09T12:20:00Z,135,1.8,0,0.45,0,0,0.91,0.4,0.04,,Unacceptable,8530645,8530645,2016-06-09T10:48:00Z,-0.196,TRUE,1.5333333333333334,1,Central Park,62.51,0
"Bronx Kill, west end",2016-06-09,2016,6,2016-06-09T13:33:00Z,173,1.8,0,0.45,0,0,0.91,0.4,0.04,,Unacceptable,8518643,8518643,2016-06-09T12:05:00Z,-0.075,TRUE,1.4666666666666666,1,Central Park,62.51,0
"Hudson River, Pier 99 Boat Ramp",2016-06-09,2016,6,2016-06-09T11:50:00Z,185,1.8,0,0.45,0,0,0.91,0.4,0.04,,Unacceptable,8530645,8530645,2016-06-09T10:48:00Z,-0.196,TRUE,1.0333333333333334,1,Central Park,62.51,0
"Newtown Creek, North Brooklyn Community Boathouse/Pulaski Bridge",2016-06-09,2016,6,2016-06-09T14:34:00Z,189,1.8,0,0.45,0,0,0.91,0.4,0.04,,Unacceptable,8517673,8517673,2016-06-09T11:29:00Z,-0.183,TRUE,3.0833333333333335,1,Central Park,62.51,0
"Hudson River, Inwood Canoe Club",2016-06-09,2016,6,2016-06-09T11:45:00Z,195,1.8,0,0.45,0,0,0.91,0.4,0.04,,Unacceptable,8518902,8518902,2016-06-09T11:15:00Z,-0.133,TRUE,0.5,1,Central Park,62.51,0
"Hudson River, West 100th Street",2016-06-09,2016,6,2016-06-09T12:57:00Z,213,1.8,0,0.45,0,0,0.91,0.4,0.04,,Unacceptable,8530505,8530505,2016-06-09T11:01:00Z,-0.189,TRUE,1.9333333333333333,1,Central Park,62.51,0
"Harlem River, North Cove",2016-06-09,2016,6,2016-06-09T13:40:00Z,226,1.8,0,0.45,0,0,0.91,0.4,0.04,,Unacceptable,8518902,8518902,2016-06-09T11:15:00Z,-0.133,TRUE,2.4166666666666665,1,Central Park,62.51,0
"Flushing Bay, World's Fair Marina Pier 1 West",2016-06-09,2016,6,2016-06-09T13:30:00Z,241,1.8,0,0.45,0,0,0.91,0.4,0.04,,Unacceptable,8517251,8517251,2016-06-09T10:33:00Z,-0.204,FALSE,2.95,1,Central Park,62.51,0
"Harlem River, Little Hell Gate",2016-06-09,2016,6,2016-06-09T13:48:00Z,266,1.8,0,0.45,0,0,0.91,0.4,0.04,,Unacceptable,8517401,8517401,2016-06-09T07:00:00Z,7.125,TRUE,6.8,-1,Central Park,62.51,0
"Hudson River, Yonkers Paddling and Rowing Club",2016-06-09,2016,6,2016-06-09T15:55:00Z,327,1.8,0,0.45,0,0,0.91,0.4,0.04,,Unacceptable,8530095,8530095,2016-06-09T11:35:00Z,-0.183,TRUE,4.333333333333333,1,Central Park,62.51,0
"Hudson River, JFK Marina",2016-06-09,2016,6,2016-06-09T15:35:00Z,336,1.8,0,0.45,0,0,0.91,0.4,0.04,,Unacceptable,8530095,8530095,2016-06-09T11:35:00Z,-0.183,TRUE,4,1,Central Park,62.51,0
Flushing Creek,2016-06-09,2016,6,2016-06-09T13:35:00Z,350,1.8,0,0.45,0,0,0.91,0.4,0.04,,Unacceptable,8517251,8517251,2016-06-09T10:33:00Z,-0.204,FALSE,3.033333333333333,1,Central Park,62.51,0
"Harlem River, Muscota Marsh",2016-06-09,2016,6,2016-06-09T13:51:00Z,561,1.8,0,0.45,0,0,0.91,0.4,0.04,,Unacceptable,8518903,8518903,2016-06-09T11:21:00Z,-0.171,TRUE,2.5,1,Central Park,62.51,0
"Newtown Creek, North Henry Street",2016-06-09,2016,6,2016-06-09T15:05:00Z,1291,1.8,0,0.45,0,0,0.91,0.4,0.04,,Unacceptable,8517673,8517673,2016-06-09T11:29:00Z,-0.183,TRUE,3.6,1,Central Park,62.51,0
"Flushing Bay, World's Fair Marina Pier 1 East",2016-06-09,2016,6,2016-06-09T13:25:00Z,2723,1.8,0,0.45,0,0,0.91,0.4,0.04,,Unacceptable,8517251,8517251,2016-06-09T10:33:00Z,-0.204,FALSE,2.8666666666666667,1,Central Park,62.51,0
"East River, Anable Basin",2016-06-09,2016,6,2016-06-09T12:45:00Z,3873,1.8,0,0.45,0,0,0.91,0.4,0.04,,Unacceptable,8517673,8517673,2016-06-09T11:29:00Z,-0.183,TRUE,1.2666666666666666,1,Central Park,62.51,0
Little Neck Bay,2016-06-09,2016,6,2016-06-09T12:23:00Z,0,1.8,0,0.45,0,0,0.91,0.4,0.04,,Not Detected,8516990,8516990,2016-06-09T07:16:00Z,7.954,TRUE,5.116666666666666,-1,Central Park,62.51,0
"Bronx River, Hunts Point Riverside Park",2016-06-09,2016,6,2016-06-09T21:05:00Z,24196,1.8,0,0.45,0,0,0.91,0.4,0.04,,Unacceptable,8518621,8518621,2016-06-09T20:16:00Z,7.635,TRUE,0.8166666666666667,-1,Central Park,62.51,0
"Hudson River, Inwood Canoe Club",2016-06-16,2016,6,2016-06-16T12:20:00Z,10,0.22,0.22,0,0,0,0,0,0,,Good,8518902,8518902,2016-06-16T10:56:00Z,3.612,TRUE,1.4,-1,Central Park,69.44,0.21839999999999998
"Hudson River, Pier I/70th Street",2016-06-16,2016,6,2016-06-16T12:20:00Z,10,0.22,0.22,0,0,0,0,0,0,,Good,8530645,8530645,2016-06-16T10:23:00Z,3.922,TRUE,1.95,-1,Central Park,69.44,0.21839999999999998
"Hudson River, Pier 40",2016-06-16,2016,6,2016-06-16T16:11:00Z,20,0.22,0.22,0,0,0,0,0,0,,Good,8518750,8518750,2016-06-16T10:10:00Z,4.085,TRUE,6.016666666666667,-1,Central Park,69.44,0.21839999999999998
"Flushing Bay, World's Fair Marina Pier 1 East",2016-06-16,2016,6,2016-06-16T13:17:00Z,20,0.22,0.22,0,0,0,0,0,0,,Good,8517251,8517251,2016-06-16T10:10:00Z,4.085,FALSE,3.1166666666666667,-1,Central Park,69.44,0.21839999999999998
"Hudson River, West 145th Street",2016-06-16,2016,6,2016-06-16T12:51:00Z,20,0.22,0.22,0,0,0,0,0,0,,Good,8530505,8530505,2016-06-16T10:41:00Z,3.799,TRUE,2.1666666666666665,-1,Central Park,69.44,0.21839999999999998
"Hudson River, Pier 66",2016-06-16,2016,6,2016-06-16T11:57:00Z,20,0.22,0.22,0,0,0,0,0,0,,Good,8530645,8530645,2016-06-16T10:23:00Z,3.922,TRUE,1.5666666666666667,-1,Central Park,69.44,0.21839999999999998
"East River, Anable Basin",2016-06-16,2016,6,2016-06-16T13:42:27Z,31,0.22,0.22,0,0,0,0,0,0,,Good,8517673,8517673,2016-06-16T11:32:00Z,3.636,TRUE,2.174318114187982,-1,Central Park,69.44,0.21839999999999998
"Harlem River, Muscota Marsh",2016-06-16,2016,6,2016-06-16T13:59:00Z,41,0.22,0.22,0,0,0,0,0,0,,Fair,8518903,8518903,2016-06-16T11:02:00Z,3.432,TRUE,2.95,-1,Central Park,69.44,0.21839999999999998
"Flushing Bay, World's Fair Marina Boat Ramp",2016-06-16,2016,6,2016-06-16T13:36:00Z,41,0.22,0.22,0,0,0,0,0,0,,Fair,8517251,8517251,2016-06-16T10:10:00Z,4.085,FALSE,3.433333333333333,-1,Central Park,69.44,0.21839999999999998
"Hudson River, West 133rd Street/Piers Park Kayak Dock",2016-06-16,2016,6,2016-06-16T13:04:00Z,41,0.22,0.22,0,0,0,0,0,0,,Fair,8530505,8530505,2016-06-16T10:41:00Z,3.799,TRUE,2.3833333333333333,-1,Central Park,69.44,0.21839999999999998
"Bronx Kill, west end",2016-06-16,2016,6,2016-06-16T12:47:00Z,52,0.22,0.22,0,0,0,0,0,0,,Fair,8518643,8518643,2016-06-16T11:56:00Z,3.941,TRUE,0.85,-1,Central Park,69.44,0.21839999999999998
"Hudson River, Pier 84",2016-06-16,2016,6,2016-06-16T12:08:00Z,52,0.22,0.22,0,0,0,0,0,0,,Fair,8530645,8530645,2016-06-16T10:23:00Z,3.922,TRUE,1.75,-1,Central Park,69.44,0.21839999999999998
Flushing Creek,2016-06-16,2016,6,2016-06-16T12:48:00Z,63,0.22,0.22,0,0,0,0,0,0,,Fair,8517251,8517251,2016-06-16T10:10:00Z,4.085,FALSE,2.6333333333333333,-1,Central Park,69.44,0.21839999999999998
"Hudson River, Pier 96",2016-06-16,2016,6,2016-06-16T12:20:00Z,75,0.22,0.22,0,0,0,0,0,0,,Fair,8530645,8530645,2016-06-16T10:23:00Z,3.922,TRUE,1.95,-1,Central Park,69.44,0.21839999999999998
"Harlem River, North Cove",2016-06-16,2016,6,2016-06-16T13:47:00Z,85,0.22,0.22,0,0,0,0,0,0,,Fair,8518902,8518902,2016-06-16T10:56:00Z,3.612,TRUE,2.85,-1,Central Park,69.44,0.21839999999999998
"East River, Bushwick Inlet Park Beach",2016-06-16,2016,6,2016-06-16T13:52:00Z,86,0.22,0.22,0,0,0,0,0,0,,Fair,8518699,8518699,2016-06-16T11:02:00Z,3.833,TRUE,2.8333333333333335,-1,Central Park,69.44,0.21839999999999998
"East River, Hallets Cove",2016-06-16,2016,6,2016-06-16T13:42:27Z,97,0.22,0.22,0,0,0,0,0,0,,Fair,8518668,8518668,2016-06-16T11:54:00Z,4.088,TRUE,1.8076514475213157,-1,Central Park,69.44,0.21839999999999998
"Harlem River, Little Hell Gate",2016-06-16,2016,6,2016-06-16T12:23:00Z,98,0.22,0.22,0,0,0,0,0,0,,Fair,8517401,8517401,2016-06-16T07:59:00Z,1.225,TRUE,4.4,1,Central Park,69.44,0.21839999999999998
"Hudson River, Pier 13",2016-06-16,2016,6,2016-06-16T11:55:00Z,98,0.22,0.22,0,0,0,0,0,0,109 ,Fair,8530645,8530645,2016-06-16T10:23:00Z,3.922,TRUE,1.5333333333333334,-1,Central Park,69.44,0.21839999999999998
"Hudson River, JFK Marina",2016-06-16,2016,6,2016-06-16T15:55:00Z,110,0.22,0.22,0,0,0,0,0,0,,Unacceptable,8530095,8530095,2016-06-16T11:15:00Z,3.391,TRUE,4.666666666666667,-1,Central Park,69.44,0.21839999999999998
"Newtown Creek, North Brooklyn Community Boathouse/Pulaski Bridge",2016-06-16,2016,6,2016-06-16T15:05:00Z,134,0.22,0.22,0,0,0,0,0,0,,Unacceptable,8517673,8517673,2016-06-16T11:32:00Z,3.636,TRUE,3.55,-1,Central Park,69.44,0.21839999999999998
"Bronx Kill, east end",2016-06-16,2016,6,2016-06-16T12:36:00Z,153,0.22,0.22,0,0,0,0,0,0,,Unacceptable,8518639,8518639,2016-06-16T08:16:00Z,0.3,TRUE,4.333333333333333,1,Central Park,69.44,0.21839999999999998
"Harlem River, Swindlers Cove/Peter J. Sharpe Boathouse",2016-06-16,2016,6,2016-06-16T13:35:00Z,161,0.22,0.22,0,0,0,0,0,0,,Unacceptable,8518902,8518902,2016-06-16T10:56:00Z,3.612,TRUE,2.65,-1,Central Park,69.44,0.21839999999999998
"Hudson River, Yonkers Paddling and Rowing Club",2016-06-16,2016,6,2016-06-16T15:35:00Z,180,0.22,0.22,0,0,0,0,0,0,,Unacceptable,8530095,8530095,2016-06-16T11:15:00Z,3.391,TRUE,4.333333333333333,-1,Central Park,69.44,0.21839999999999998
"East River, Pier 42/Jackson Street",2016-06-16,2016,6,2016-06-16T15:25:00Z,199,0.22,0.22,0,0,0,0,0,0,,Unacceptable,8517732,8517732,2016-06-16T10:42:00Z,3.84,TRUE,4.716666666666667,-1,Central Park,69.44,0.21839999999999998
"Hudson River, Pier 99 Boat Ramp",2016-06-16,2016,6,2016-06-16T13:32:00Z,266,0.22,0.22,0,0,0,0,0,0,,Unacceptable,8530645,8530645,2016-06-16T10:23:00Z,3.922,TRUE,3.15,-1,Central Park,69.44,0.21839999999999998
"Saw Mill River, daylighted section",2016-06-16,2016,6,2016-06-16T16:13:00Z,570,0.22,0.22,0,0,0,0,0,0,,Unacceptable,8530095,8530095,2016-06-16T11:15:00Z,3.391,TRUE,4.966666666666667,-1,Central Park,69.44,0.21839999999999998
Prospect Park Lake,2016-06-16,2016,6,2016-06-16T11:15:00Z,651,0.22,0.22,0,0,0,0,0,0,,Unacceptable,8517921,8517921,2016-06-16T09:52:00Z,4.208,TRUE,1.3833333333333333,-1,Central Park,69.44,0.21839999999999998
"Newtown Creek, North Henry Street",2016-06-16,2016,6,2016-06-16T15:39:00Z,776,0.22,0.22,0,0,0,0,0,0,,Unacceptable,8517673,8517673,2016-06-16T11:32:00Z,3.636,TRUE,4.116666666666666,-1,Central Park,69.44,0.21839999999999998
"Hudson River, Hoboken Cove Beach",2016-06-16,2016,6,2016-06-16T12:00:00Z,959,0.22,0.22,0,0,0,0,0,0,,Unacceptable,8530645,8530645,2016-06-16T10:23:00Z,3.922,TRUE,1.6166666666666667,-1,Central Park,69.44,0.21839999999999998
"Hudson River, West 100th Street",2016-06-16,2016,6,2016-06-16T12:28:00Z,1725,0.22,0.22,0,0,0,0,0,0,,Unacceptable,8530505,8530505,2016-06-16T10:41:00Z,3.799,TRUE,1.7833333333333334,-1,Central Park,69.44,0.21839999999999998
"Hudson River, Pier 26",2016-06-16,2016,6,2016-06-16T14:15:00Z,0,0.22,0.22,0,0,0,0,0,0,,Not Detected,8518750,8518750,2016-06-16T10:10:00Z,4.085,TRUE,4.083333333333333,-1,Central Park,69.44,0.21839999999999998
"East River, Dumbo Cove",2016-06-16,2016,6,2016-06-16T13:45:00Z,0,0.22,0.22,0,0,0,0,0,0,,Not Detected,8517847,8517847,2016-06-16T10:52:00Z,4.334,TRUE,2.8833333333333333,-1,Central Park,69.44,0.21839999999999998
"Flushing Bay, World's Fair Marina Pier 1 West",2016-06-16,2016,6,2016-06-16T13:24:00Z,0,0.22,0.22,0,0,0,0,0,0,,Not Detected,8517251,8517251,2016-06-16T10:10:00Z,4.085,FALSE,3.2333333333333334,-1,Central Park,69.44,0.21839999999999998
"Flushing Meadows-Corona Park, Meadow Lake",2016-06-16,2016,6,2016-06-16T13:02:00Z,0,0.22,0.22,0,0,0,0,0,0,,Not Detected,8517251,8517251,2016-06-16T10:10:00Z,4.085,FALSE,2.8666666666666667,-1,Central Park,69.44,0.21839999999999998
Little Neck Bay,2016-06-16,2016,6,2016-06-16T12:22:00Z,0,0.22,0.22,0,0,0,0,0,0,,Not Detected,8516990,8516990,2016-06-16T08:05:00Z,0.607,TRUE,4.283333333333333,1,Central Park,69.44,0.21839999999999998
"Gowanus Canal, Bond Street",2016-06-16,2016,6,2016-06-16T10:09:00Z,24196,0.22,0.22,0,0,0,0,0,0,,Unacceptable,8517921,8517921,2016-06-16T09:52:00Z,4.208,TRUE,0.2833333333333333,-1,Central Park,69.44,0.21839999999999998
"Newtown Creek, North Brooklyn Community Boathouse/Pulaski Bridge",2016-06-23,2016,6,2016-06-23T14:12:00Z,10,0,0,0,0,0,0,0,0,10 ,Good,8517673,8517673,2016-06-23T10:08:00Z,-0.066,TRUE,4.066666666666666,1,Central Park,76.00999999999999,0
"Flushing Bay, World's Fair Marina Boat Ramp",2016-06-23,2016,6,2016-06-23T13:52:00Z,10,0,0,0,0,0,0,0,0,,Good,8517251,8517251,2016-06-23T09:12:00Z,-0.073,FALSE,4.666666666666667,1,Central Park,76.00999999999999,0
