site,date,year,month,high_tide,sample_time,bacteria,precip_wk,precip_t0,precip_t1,precip_t2,precip_t3,precip_t4,precip_t5,precip_t6,notes,quality
"Harlem River, Muscota Marsh",2014-08-28,2014,8,10:43:00,09:02:00,31,0.06999999999999999,0,0,0,0,0,0.01,0.06,,Good
"East River, Pier 4 Beach ",2014-08-28,2014,8,10:43:00,11:35:00,51,0.06999999999999999,0,0,0,0,0,0.01,0.06,,Fair
"Hudson River, JFK Marina",2014-08-28,2014,8,10:43:00,10:12:00,52,0.06999999999999999,0,0,0,0,0,0.01,0.06,,Fair
"Gowanus Canal, Second Street Sponge Park",2014-08-28,2014,8,10:43:00,06:45:00,52,0.06999999999999999,0,0,0,0,0,0.01,0.06,,Fair
"Bronx Kill, west end",2014-08-28,2014,8,10:43:00,08:29:00,63,0.06999999999999999,0,0,0,0,0,0.01,0.06,,Fair
"Gowanus Canal, 2nd Avenue Salt Lot",2014-08-28,2014,8,10:43:00,07:00:00,71,0.06999999999999999,0,0,0,0,0,0.01,0.06,,Fair
"Buttermilk Channel, Valentino Pier",2014-08-28,2014,8,10:43:00,11:28:00,74,0.06999999999999999,0,0,0,0,0,0.01,0.06,,Fair
"Harlem River, Swindlers Cove/Peter J. Sharpe Boathouse",2014-08-28,2014,8,10:43:00,08:49:00,84,0.06999999999999999,0,0,0,0,0,0.01,0.06,,Fair
"Gowanus Canal, Bond Street",2014-08-28,2014,8,10:43:00,06:55:00,158,0.06999999999999999,0,0,0,0,0,0.01,0.06,,Unacceptable
"Saw Mill River, daylighted section",2014-08-28,2014,8,10:43:00,09:54:00,331,0.06999999999999999,0,0,0,0,0,0.01,0.06,,Unacceptable
"Bronx Kill, east end",2014-08-28,2014,8,10:43:00,08:20:00,839,0.06999999999999999,0,0,0,0,0,0.01,0.06,,Unacceptable
"East River, Pier 2 Kayak Dock ",2014-08-28,2014,8,10:43:00,11:38:00,0,0.06999999999999999,0,0,0,0,0,0.01,0.06,,Not Detected
"Hudson River, Pier 40",2014-08-28,2014,8,10:43:00,11:26:00,0,0.06999999999999999,0,0,0,0,0,0.01,0.06,,Not Detected
"East River, Dumbo Cove",2014-08-28,2014,8,10:43:00,11:00:00,0,0.06999999999999999,0,0,0,0,0,0.01,0.06,,Not Detected
"East River, Wallabout Channel ",2014-08-28,2014,8,10:43:00,10:48:00,0,0.06999999999999999,0,0,0,0,0,0.01,0.06,,Not Detected
"Flushing Bay, World's Fair Marina Pier 1 East",2014-08-28,2014,8,10:43:00,08:49:00,0,0.06999999999999999,0,0,0,0,0,0.01,0.06,,Not Detected
"East River, Gantry State Park",2014-08-28,2014,8,10:43:00,07:10:00,0,0.06999999999999999,0,0,0,0,0,0.01,0.06,10 ,Not Detected
"Hudson River, Pier 13",2014-09-04,2014,9,03:53:00,12:45:00,10,0.62,0,0,0,0,0.62,0,0,,Good
"Hudson River, Hoboken Cove Beach",2014-09-04,2014,9,03:53:00,12:30:00,10,0.62,0,0,0,0,0.62,0,0,,Good
"Hudson River, Pier 40",2014-09-04,2014,9,03:53:00,12:27:00,10,0.62,0,0,0,0,0.62,0,0,,Good
"Hudson River, Yonkers Paddling and Rowing Club",2014-09-04,2014,9,03:53:00,10:25:00,10,0.62,0,0,0,0,0.62,0,0,,Good
"East River, Pier 42/Jackson Street",2014-09-04,2014,9,03:53:00,09:50:00,10,0.62,0,0,0,0,0.62,0,0,,Good
"East Rver, Stuyvesant Cove",2014-09-04,2014,9,03:53:00,09:30:00,10,0.62,0,0,0,0,0.62,0,0,,Good
"Hudson River, Pier 26",2014-09-04,2014,9,03:53:00,09:30:00,10,0.62,0,0,0,0,0.62,0,0,,Good
"Hudson River, Pier 66",2014-09-04,2014,9,03:53:00,08:20:00,10,0.62,0,0,0,0,0.62,0,0,,Good
"East River, Dumbo Cove",2014-09-04,2014,9,03:53:00,07:42:00,10,0.62,0,0,0,0,0.62,0,0,,Good
"Gowanus Canal, Second Street Sponge Park",2014-09-04,2014,9,03:53:00,07:00:00,20,0.62,0,0,0,0,0.62,0,0,,Good
"Hudson River, JFK Marina",2014-09-04,2014,9,03:53:00,08:45:00,30,0.62,0,0,0,0,0.62,0,0,,Good
"Hudson River, Pier 84",2014-09-04,2014,9,03:53:00,08:10:00,30,0.62,0,0,0,0,0.62,0,0,,Good
"East River, Gantry State Park",2014-09-04,2014,9,03:53:00,09:58:00,31,0.62,0,0,0,0,0.62,0,0,,Good
"Hudson River, Inwood Canoe Club",2014-09-04,2014,9,03:53:00,08:40:00,31,0.62,0,0,0,0,0.62,0,0,,Good
"East River, Anable Basin",2014-09-04,2014,9,03:53:00,08:30:00,31,0.62,0,0,0,0,0.62,0,0,,Good
"East River, Pier 4 Beach ",2014-09-04,2014,9,03:53:00,10:11:00,41,0.62,0,0,0,0,0.62,0,0,,Fair
"Harlem River, Muscota Marsh",2014-09-04,2014,9,03:53:00,10:10:00,41,0.62,0,0,0,0,0.62,0,0,,Fair
"Buttermilk Channel, Valentino Pier",2014-09-04,2014,9,03:53:00,10:01:00,41,0.62,0,0,0,0,0.62,0,0,,Fair
"Harlem River, Swindlers Cove/Peter J. Sharpe Boathouse",2014-09-04,2014,9,03:53:00,08:36:00,41,0.62,0,0,0,0,0.62,0,0,,Fair
"Hudson River, Pier 96",2014-09-04,2014,9,03:53:00,07:55:00,52,0.62,0,0,0,0,0.62,0,0,,Fair
"Gowanus Canal, 2nd Avenue Salt Lot",2014-09-04,2014,9,03:53:00,07:10:00,72,0.62,0,0,0,0,0.62,0,0,,Fair
"Newtown Creek, North Brooklyn Community Boathouse/Pulaski Bridge",2014-09-04,2014,9,03:53:00,09:28:00,75,0.62,0,0,0,0,0.62,0,0,,Fair
"Bronx River, Bronx Botanical Gardens",2014-09-04,2014,9,03:53:00,15:45:00,85,0.62,0,0,0,0,0.62,0,0,,Fair
"Hudson River, West 145th Street",2014-09-04,2014,9,03:53:00,09:15:00,96,0.62,0,0,0,0,0.62,0,0,,Fair
"Hudson River, West 133rd Street/Piers Park Kayak Dock",2014-09-04,2014,9,03:53:00,09:20:00,148,0.62,0,0,0,0,0.62,0,0,,Unacceptable
"Saw Mill River, daylighted section",2014-09-04,2014,9,03:53:00,10:42:00,241,0.62,0,0,0,0,0.62,0,0,,Unacceptable
"East River, Brooklyn Bridge Beach ",2014-09-04,2014,9,03:53:00,09:22:00,269,0.62,0,0,0,0,0.62,0,0,,Unacceptable
"Flushing Meadows-Corona Park, Willow Lake",2014-09-04,2014,9,03:53:00,08:40:00,379,0.62,0,0,0,0,0.62,0,0,414 ,Unacceptable
"East River, Wallabout Channel ",2014-09-04,2014,9,03:53:00,10:33:00,0,0.62,0,0,0,0,0.62,0,0,,Not Detected
"East River, Pier 2 Kayak Dock ",2014-09-04,2014,9,03:53:00,10:16:00,0,0.62,0,0,0,0,0.62,0,0,,Not Detected
"Flushing Bay, World's Fair Marina Pier 1 East",2014-09-04,2014,9,03:53:00,10:15:00,0,0.62,0,0,0,0,0.62,0,0,,Not Detected
"Gowanus Canal, Bond Street",2014-09-04,2014,9,03:53:00,07:05:00,0,0.62,0,0,0,0,0.62,0,0,,Not Detected
"East River, Hallets Cove",2014-09-04,2014,9,03:53:00,07:00:00,0,0.62,0,0,0,0,0.62,0,0,,Not Detected
"Bronx River, Bronx Botanical Gardens",2014-09-11,2014,9,10:34:00,15:55:00,10,0.11,0,0,0,0,0,0.11,0,,Good
"Hudson River, Pier 40",2014-09-11,2014,9,10:34:00,12:12:00,10,0.11,0,0,0,0,0,0.11,0,,Good
"East River, Pier 2 Kayak Dock ",2014-09-11,2014,9,10:34:00,11:25:00,10,0.11,0,0,0,0,0,0.11,0,,Good
"Hudson River, Pier 13",2014-09-11,2014,9,10:34:00,11:00:00,10,0.11,0,0,0,0,0,0.11,0,,Good
"Hudson River, Pier 66",2014-09-11,2014,9,10:34:00,10:55:00,10,0.11,0,0,0,0,0,0.11,0,,Good
"Hudson River, Pier 84",2014-09-11,2014,9,10:34:00,10:50:00,10,0.11,0,0,0,0,0,0.11,0,,Good
"Hudson River, Inwood Canoe Club",2014-09-11,2014,9,10:34:00,10:30:00,10,0.11,0,0,0,0,0,0.11,0,,Good
"Newtown Creek, North Brooklyn Community Boathouse/Pulaski Bridge",2014-09-11,2014,9,10:34:00,10:24:00,10,0.11,0,0,0,0,0,0.11,0,,Good
"Hudson River, Pier 26",2014-09-11,2014,9,10:34:00,10:12:00,10,0.11,0,0,0,0,0,0.11,0,,Good
"Harlem River, Muscota Marsh",2014-09-11,2014,9,10:34:00,10:02:00,10,0.11,0,0,0,0,0,0.11,0,,Good
"East River, Pier 42/Jackson Street",2014-09-11,2014,9,10:34:00,09:50:00,10,0.11,0,0,0,0,0,0.11,0,,Good
"Harlem River, Swindlers Cove/Peter J. Sharpe Boathouse",2014-09-11,2014,9,10:34:00,08:55:00,10,0.11,0,0,0,0,0,0.11,0,,Good
"Hudson River, Yonkers Paddling and Rowing Club",2014-09-11,2014,9,10:34:00,07:38:00,10,0.11,0,0,0,0,0,0.11,0,,Good
"Hudson River, JFK Marina",2014-09-11,2014,9,10:34:00,07:04:00,10,0.11,0,0,0,0,0,0.11,0,,Good
"Flushing Bay, World's Fair Marina Pier 1 East",2014-09-11,2014,9,10:34:00,06:42:00,10,0.11,0,0,0,0,0,0.11,0,,Good
"East Rver, Stuyvesant Cove",2014-09-11,2014,9,10:34:00,09:25:00,20,0.11,0,0,0,0,0,0.11,0,,Good
"East River, Gantry State Park",2014-09-11,2014,9,10:34:00,07:30:00,20,0.11,0,0,0,0,0,0.11,0,,Good
"East River, Wallabout Channel ",2014-09-11,2014,9,10:34:00,10:07:00,31,0.11,0,0,0,0,0,0.11,0,,Good
"East River, Brooklyn Bridge Beach ",2014-09-11,2014,9,10:34:00,09:32:00,31,0.11,0,0,0,0,0,0.11,0,,Good
"East River, Dumbo Cove",2014-09-11,2014,9,10:34:00,08:15:00,41,0.11,0,0,0,0,0,0.11,0,,Fair
"Gowanus Canal, 2nd Avenue Salt Lot",2014-09-11,2014,9,10:34:00,07:10:00,73,0.11,0,0,0,0,0,0.11,0,,Fair
"Gowanus Canal, Second Street Sponge Park",2014-09-11,2014,9,10:34:00,07:00:00,75,0.11,0,0,0,0,0,0.11,0,96 ,Fair
"East River, Anable Basin",2014-09-11,2014,9,10:34:00,07:20:00,82,0.11,0,0,0,0,0,0.11,0,,Fair
"East River, Pier 4 Beach ",2014-09-11,2014,9,10:34:00,11:20:00,94,0.11,0,0,0,0,0,0.11,0,,Fair
"Gowanus Canal, Bond Street",2014-09-11,2014,9,10:34:00,07:05:00,146,0.11,0,0,0,0,0,0.11,0,,Unacceptable
"Saw Mill River, daylighted section",2014-09-11,2014,9,10:34:00,08:11:00,211,0.11,0,0,0,0,0,0.11,0,,Unacceptable
"Hudson River, Hoboken Cove Beach",2014-09-11,2014,9,10:34:00,11:10:00,213,0.11,0,0,0,0,0,0.11,0,,Unacceptable
"East River, Hallets Cove",2014-09-11,2014,9,10:34:00,07:03:00,605,0.11,0,0,0,0,0,0.11,0,,Unacceptable
"Hudson River, West 145th Street",2014-09-11,2014,9,10:34:00,10:49:00,857,0.11,0,0,0,0,0,0.11,0,,Unacceptable
"Buttermilk Channel, Valentino Pier",2014-09-11,2014,9,10:34:00,11:02:00,0,0.11,0,0,0,0,0,0.11,0,,Not Detected
"Hudson River, West 133rd Street/Piers Park Kayak Dock",2014-09-11,2014,9,10:34:00,10:32:00,0,0.11,0,0,0,0,0,0.11,0,,Not Detected
"Hudson River, Pier 96",2014-09-11,2014,9,10:34:00,07:55:00,0,0.11,0,0,0,0,0,0.11,0,,Not Detected
"Hudson River, Pier 40",2014-09-18,2014,9,04:40:00,11:49:00,10,0.63,0,0,0.37,0,0,0.26,0,,Good
"Hudson River, Pier 13",2014-09-18,2014,9,04:40:00,11:40:00,10,0.63,0,0,0.37,0,0,0.26,0,,Good
"Hudson River, Yonkers Paddling and Rowing Club",2014-09-18,2014,9,04:40:00,10:30:00,10,0.63,0,0,0.37,0,0,0.26,0,,Good
"East Rver, Stuyvesant Cove",2014-09-18,2014,9,04:40:00,09:45:00,10,0.63,0,0,0.37,0,0,0.26,0,,Good
"Hudson River, West 133rd Street/Piers Park Kayak Dock",2014-09-18,2014,9,04:40:00,18:26:00,20,0.63,0,0,0.37,0,0,0.26,0,,Good
"Hudson River, Pier 66",2014-09-18,2014,9,04:40:00,11:50:00,20,0.63,0,0,0.37,0,0,0.26,0,,Good
"Buttermilk Channel, Valentino Pier",2014-09-18,2014,9,04:40:00,11:41:00,20,0.63,0,0,0.37,0,0,0.26,0,,Good
"East River, Pier 4 Beach ",2014-09-18,2014,9,04:40:00,11:20:00,20,0.63,0,0,0.37,0,0,0.26,0,,Good
"Hudson River, JFK Marina",2014-09-18,2014,9,04:40:00,09:34:00,20,0.63,0,0,0.37,0,0,0.26,0,,Good
"East River, Gantry State Park",2014-09-18,2014,9,04:40:00,07:50:00,20,0.63,0,0,0.37,0,0,0.26,0,,Good
"Harlem River, Swindlers Cove/Peter J. Sharpe Boathouse",2014-09-18,2014,9,04:40:00,05:45:00,20,0.63,0,0,0.37,0,0,0.26,0,,Good
"Hudson River, Pier 84",2014-09-18,2014,9,04:40:00,11:35:00,30,0.63,0,0,0.37,0,0,0.26,0,,Good
"East River, Pier 2 Kayak Dock ",2014-09-18,2014,9,04:40:00,11:25:00,30,0.63,0,0,0.37,0,0,0.26,0,,Good
"East River, Dumbo Cove",2014-09-18,2014,9,04:40:00,08:53:00,31,0.63,0,0,0.37,0,0,0.26,0,,Good
"Bronx River, Hunts Point Riverside Park",2014-09-18,2014,9,04:40:00,17:15:00,41,0.63,0,0,0.37,0,0,0.26,0,,Fair
"Hudson River, Hoboken Cove Beach",2014-09-18,2014,9,04:40:00,11:45:00,41,0.63,0,0,0.37,0,0,0.26,0,,Fair
"East River, Wallabout Channel ",2014-09-18,2014,9,04:40:00,11:05:00,41,0.63,0,0,0.37,0,0,0.26,0,,Fair
"Harlem River, Muscota Marsh",2014-09-18,2014,9,04:40:00,10:15:00,41,0.63,0,0,0.37,0,0,0.26,0,,Fair
"East River, Brooklyn Bridge Beach ",2014-09-18,2014,9,04:40:00,09:33:00,41,0.63,0,0,0.37,0,0,0.26,0,,Fair
"Newtown Creek, North Brooklyn Community Boathouse/Pulaski Bridge",2014-09-18,2014,9,04:40:00,06:48:00,41,0.63,0,0,0.37,0,0,0.26,0,,Fair
"Bronx River, Starlight Park, North Dock",2014-09-18,2014,9,04:40:00,16:45:00,73,0.63,0,0,0.37,0,0,0.26,0,,Fair
"Gowanus Canal, Second Street Sponge Park",2014-09-18,2014,9,04:40:00,07:20:00,98,0.63,0,0,0.37,0,0,0.26,0,,Fair
"East River, Anable Basin",2014-09-18,2014,9,04:40:00,07:30:00,103,0.63,0,0,0.37,0,0,0.26,0,,Fair
"East River, Hallets Cove",2014-09-18,2014,9,04:40:00,06:55:00,108,0.63,0,0,0.37,0,0,0.26,0,,Unacceptable
"Saw Mill River, daylighted section",2014-09-18,2014,9,04:40:00,10:18:00,160,0.63,0,0,0.37,0,0,0.26,0,,Unacceptable
"Hudson River, West 145th Street",2014-09-18,2014,9,04:40:00,18:02:00,369,0.63,0,0,0.37,0,0,0.26,0,,Unacceptable
"Gowanus Canal, Bond Street",2014-09-18,2014,9,04:40:00,07:25:00,638,0.63,0,0,0.37,0,0,0.26,0,,Unacceptable
"Gowanus Canal, 2nd Avenue Salt Lot",2014-09-18,2014,9,04:40:00,07:30:00,1211,0.63,0,0,0.37,0,0,0.26,0,1071 ,Unacceptable
"Bronx River, Bronx Botanical Gardens",2014-09-18,2014,9,04:40:00,15:50:00,0,0.63,0,0,0.37,0,0,0.26,0,,Not Detected
"East River, Pier 42/Jackson Street",2014-09-18,2014,9,04:40:00,10:40:00,0,0.63,0,0,0.37,0,0,0.26,0,,Not Detected
"Hudson River, Inwood Canoe Club",2014-09-18,2014,9,04:40:00,10:40:00,0,0.63,0,0,0.37,0,0,0.26,0,,Not Detected
"Flushing Bay, World's Fair Marina Pier 1 East",2014-09-18,2014,9,04:40:00,09:18:00,0,0.63,0,0,0.37,0,0,0.26,0,,Not Detected
"Hudson River, Pier 26",2014-09-18,2014,9,04:40:00,09:15:00,0,0.63,0,0,0.37,0,0,0.26,0,,Not Detected
"Hudson River, Pier 96",2014-09-18,2014,9,04:40:00,08:20:00,0,0.63,0,0,0.37,0,0,0.26,0,,Not Detected
"East River, Pier 4 Beach ",2014-09-25,2014,9,09:32:00,11:27:00,10,0.47,0.32,0,0,0,0.15,0,0,,Good
"East River, Anable Basin",2014-09-25,2014,9,09:32:00,08:35:00,10,0.47,0.32,0,0,0,0.15,0,0,52 ,Good
"East River, Gantry State Park",2014-09-25,2014,9,09:32:00,08:00:00,10,0.47,0.32,0,0,0,0.15,0,0,,Good
"Gowanus Canal, Second Street Sponge Park",2014-09-25,2014,9,09:32:00,06:50:00,10,0.47,0.32,0,0,0,0.15,0,0,,Good
"Hudson River, Pier 96",2014-09-25,2014,9,09:32:00,08:40:00,20,0.47,0.32,0,0,0,0.15,0,0,,Good
"Hudson River, Yonkers Paddling and Rowing Club",2014-09-25,2014,9,09:32:00,09:54:00,30,0.47,0.32,0,0,0,0.15,0,0,86 ****,Good
"Hudson River, Inwood Canoe Club",2014-09-25,2014,9,09:32:00,10:12:00,31,0.47,0.32,0,0,0,0.15,0,0,,Good
"Hudson River, Hoboken Cove Beach",2014-09-25,2014,9,09:32:00,11:20:00,41,0.47,0.32,0,0,0,0.15,0,0,,Fair
"East River, Wallabout Channel ",2014-09-25,2014,9,09:32:00,10:20:00,52,0.47,0.32,0,0,0,0.15,0,0,,Fair
"East River, Hallets Cove",2014-09-25,2014,9,09:32:00,07:05:00,52,0.47,0.32,0,0,0,0.15,0,0,,Fair
"Hudson River, Pier 13",2014-09-25,2014,9,09:32:00,11:15:00,61,0.47,0.32,0,0,0,0.15,0,0,,Fair
"East River, Dumbo Cove",2014-09-25,2014,9,09:32:00,08:25:00,62,0.47,0.32,0,0,0,0.15,0,0,,Fair
"Hudson River, Pier 66",2014-09-25,2014,9,09:32:00,08:55:00,74,0.47,0.32,0,0,0,0.15,0,0,,Fair
"Gowanus Canal, 2nd Avenue Salt Lot",2014-09-25,2014,9,09:32:00,07:00:00,86,0.47,0.32,0,0,0,0.15,0,0,,Fair
"East River, Pier 2 Kayak Dock ",2014-09-25,2014,9,09:32:00,11:23:00,120,0.47,0.32,0,0,0,0.15,0,0,,Unacceptable
"Bronx Kill, west end",2014-09-25,2014,9,09:32:00,08:50:00,122,0.47,0.32,0,0,0,0.15,0,0,,Unacceptable
"Hudson River, West 145th Street",2014-09-25,2014,9,09:32:00,08:38:00,164,0.47,0.32,0,0,0,0.15,0,0,,Unacceptable
"Bronx River, Bronx Botanical Gardens",2014-09-25,2014,9,09:32:00,16:00:00,168,0.47,0.32,0,0,0,0.15,0,0,,Unacceptable
"Bronx River, Starlight Park, North Dock",2014-09-25,2014,9,09:32:00,16:45:00,195,0.47,0.32,0,0,0,0.15,0,0,,Unacceptable
"Bronx Kill, east end",2014-09-25,2014,9,09:32:00,08:40:00,246,0.47,0.32,0,0,0,0.15,0,0,,Unacceptable
"Buttermilk Channel, Valentino Pier",2014-09-25,2014,9,09:32:00,11:10:00,332,0.47,0.32,0,0,0,0.15,0,0,,Unacceptable
"Harlem River, Muscota Marsh",2014-09-25,2014,9,09:32:00,09:20:00,350,0.47,0.32,0,0,0,0.15,0,0,,Unacceptable
"Flushing Bay, World's Fair Marina Pier 1 East",2014-09-25,2014,9,09:32:00,09:37:00,627,0.47,0.32,0,0,0,0.15,0,0,,Unacceptable
"Bronx River, Hunts Point Riverside Park",2014-09-25,2014,9,09:32:00,17:15:00,763,0.47,0.32,0,0,0,0.15,0,0,,Unacceptable
"Saw Mill River, daylighted section",2014-09-25,2014,9,09:32:00,10:41:00,1145,0.47,0.32,0,0,0,0.15,0,0,1722 ****,Unacceptable
"Gowanus Canal, Bond Street",2014-09-25,2014,9,09:32:00,06:55:00,1223,0.47,0.32,0,0,0,0.15,0,0,,Unacceptable
"Newtown Creek, North Brooklyn Community Boathouse/Pulaski Bridge",2014-09-25,2014,9,09:32:00,09:07:00,5012,0.47,0.32,0,0,0,0.15,0,0,,Unacceptable
"Hudson River, Pier 40",2014-09-25,2014,9,09:32:00,11:21:00,0,0.47,0.32,0,0,0,0.15,0,0,,Not Detected
"Hudson River, Pier 26",2014-09-25,2014,9,09:32:00,10:32:00,0,0.47,0.32,0,0,0,0.15,0,0,,Not Detected
"Harlem River, Swindlers Cove/Peter J. Sharpe Boathouse",2014-09-25,2014,9,09:32:00,06:23:00,0,0.47,0.32,0,0,0,0.15,0,0,,Not Detected
"Buttermilk Channel, Valentino Pier",2014-10-02,2014,10,02:37:00,11:18:00,10,0.02,0,0.02,0,0,0,0,0,,Good
"Hudson River, Yonkers Paddling and Rowing Club",2014-10-02,2014,10,02:37:00,10:42:00,10,0.02,0,0.02,0,0,0,0,0,,Good
"Gowanus Canal, 2nd Avenue Salt Lot",2014-10-02,2014,10,02:37:00,07:15:00,10,0.02,0,0.02,0,0,0,0,0,,Good
"East River, Anable Basin",2014-10-02,2014,10,02:37:00,07:10:00,10,0.02,0,0.02,0,0,0,0,0,,Good
"Gowanus Canal, Second Street Sponge Park",2014-10-02,2014,10,02:37:00,07:05:00,10,0.02,0,0.02,0,0,0,0,0,,Good
"East River, Gantry State Park",2014-10-02,2014,10,02:37:00,10:30:00,20,0.02,0,0.02,0,0,0,0,0,,Good
"Hudson River, JFK Marina",2014-10-02,2014,10,02:37:00,09:42:00,20,0.02,0,0.02,0,0,0,0,0,,Good
"Hudson River, Pier 84",2014-10-02,2014,10,02:37:00,10:55:00,30,0.02,0,0.02,0,0,0,0,0,,Good
"Hudson River, Pier 13",2014-10-02,2014,10,02:37:00,13:32:00,41,0.02,0,0.02,0,0,0,0,0,,Fair
"Hudson River, Pier 40",2014-10-02,2014,10,02:37:00,12:13:00,41,0.02,0,0.02,0,0,0,0,0,10 ,Fair
"East River, Brooklyn Bridge Beach ",2014-10-02,2014,10,02:37:00,09:36:00,41,0.02,0,0.02,0,0,0,0,0,,Fair
"Hudson River, Pier 26",2014-10-02,2014,10,02:37:00,09:15:00,41,0.02,0,0.02,0,0,0,0,0,,Fair
"East River, Dumbo Cove",2014-10-02,2014,10,02:37:00,08:26:00,41,0.02,0,0.02,0,0,0,0,0,,Fair
"Harlem River, Swindlers Cove/Peter J. Sharpe Boathouse",2014-10-02,2014,10,02:37:00,08:25:00,41,0.02,0,0.02,0,0,0,0,0,,Fair
"Flushing Bay, World's Fair Marina Pier 1 East",2014-10-02,2014,10,02:37:00,09:51:00,52,0.02,0,0.02,0,0,0,0,0,,Fair
"Bronx River, Starlight Park, North Dock",2014-10-02,2014,10,02:37:00,16:45:00,63,0.02,0,0.02,0,0,0,0,0,,Fair
"East Rver, Stuyvesant Cove",2014-10-02,2014,10,02:37:00,09:36:00,63,0.02,0,0.02,0,0,0,0,0,51 ,Fair
"Hudson River, Pier 66",2014-10-02,2014,10,02:37:00,11:03:00,75,0.02,0,0.02,0,0,0,0,0,0 ,Fair
"Bronx River, Hunts Point Riverside Park",2014-10-02,2014,10,02:37:00,17:30:00,98,0.02,0,0.02,0,0,0,0,0,,Fair
"East River, Wallabout Channel ",2014-10-02,2014,10,02:37:00,08:06:00,110,0.02,0,0.02,0,0,0,0,0,,Unacceptable
"East River, Pier 4 Beach ",2014-10-02,2014,10,02:37:00,11:33:00,121,0.02,0,0.02,0,0,0,0,0,,Unacceptable
"Hudson River, Hoboken Cove Beach",2014-10-02,2014,10,02:37:00,14:12:00,156,0.02,0,0.02,0,0,0,0,0,,Unacceptable
"Bronx Kill, east end",2014-10-02,2014,10,02:37:00,08:27:00,185,0.02,0,0.02,0,0,0,0,0,,Unacceptable
"Newtown Creek, North Brooklyn Community Boathouse/Pulaski Bridge",2014-10-02,2014,10,02:37:00,07:30:00,216,0.02,0,0.02,0,0,0,0,0,,Unacceptable
"Saw Mill River, daylighted section",2014-10-02,2014,10,02:37:00,11:15:00,272,0.02,0,0.02,0,0,0,0,0,,Unacceptable
"Gowanus Canal, Bond Street",2014-10-02,2014,10,02:37:00,07:10:00,305,0.02,0,0.02,0,0,0,0,0,,Unacceptable
"East River, Hallets Cove",2014-10-02,2014,10,02:37:00,06:05:00,329,0.02,0,0.02,0,0,0,0,0,,Unacceptable
"Bronx Kill, west end",2014-10-02,2014,10,02:37:00,08:33:00,528,0.02,0,0.02,0,0,0,0,0,,Unacceptable
"East River, Pier 2 Kayak Dock ",2014-10-02,2014,10,02:37:00,11:39:00,0,0.02,0,0.02,0,0,0,0,0,,Not Detected
"East River, Pier 42/Jackson Street",2014-10-02,2014,10,02:37:00,10:30:00,0,0.02,0,0.02,0,0,0,0,0,20 ,Not Detected
"Bronx River, Starlight Park, south of dam",2015-05-21,2015,5,11:45:00,14:00:00,10,0.32,0,0,0,0,0.02,0.3,0,,Good
"Bronx River, Starlight Park, North Dock",2015-05-21,2015,5,11:45:00,13:50:00,10,0.32,0,0,0,0,0.02,0.3,0,,Good
"Bronx River, Bronx Botanical Gardens",2015-05-21,2015,5,11:45:00,12:41:00,10,0.32,0,0,0,0,0.02,0.3,0,,Good
"Hudson River, Pier 40",2015-05-21,2015,5,11:45:00,11:15:00,10,0.32,0,0,0,0,0.02,0.3,0,,Good
"Flushing Bay, World's Fair Marina Pier 1 East",2015-05-21,2015,5,11:45:00,08:39:00,10,0.32,0,0,0,0,0.02,0.3,0,,Good
"East River, Dumbo Cove",2015-05-21,2015,5,11:45:00,08:16:00,10,0.32,0,0,0,0,0.02,0.3,0,,Good
"East River, Pier 2 Kayak Dock ",2015-05-21,2015,5,11:45:00,08:10:00,10,0.32,0,0,0,0,0.02,0.3,0,,Good
"East River, Pier 4 Beach ",2015-05-21,2015,5,11:45:00,08:07:00,10,0.32,0,0,0,0,0.02,0.3,0,,Good
"Hudson River, Pier 96",2015-05-21,2015,5,11:45:00,07:46:00,10,0.32,0,0,0,0,0.02,0.3,0,,Good
"Hudson River, Pier 84",2015-05-21,2015,5,11:45:00,07:32:00,10,0.32,0,0,0,0,0.02,0.3,0,,Good
"East River, Hallets Cove",2015-05-21,2015,5,11:45:00,07:15:00,10,0.32,0,0,0,0,0.02,0.3,0,,Good
"Hudson River, West 145th Street",2015-05-21,2015,5,11:45:00,17:02:00,20,0.32,0,0,0,0,0.02,0.3,0,,Good
"East River, Pier 42/Jackson Street",2015-05-21,2015,5,11:45:00,09:55:00,20,0.32,0,0,0,0,0.02,0.3,0,,Good
"Hudson River, Pier 26",2015-05-21,2015,5,11:45:00,09:50:00,20,0.32,0,0,0,0,0.02,0.3,0,,Good
"Newtown Creek, North Brooklyn Community Boathouse/Pulaski Bridge",2015-05-21,2015,5,11:45:00,08:34:00,20,0.32,0,0,0,0,0.02,0.3,0,,Good
"Hudson River, West 72nd Street Kayak Launch",2015-05-21,2015,5,11:45:00,07:25:00,20,0.32,0,0,0,0,0.02,0.3,0,,Good
"Gowanus Canal, 2nd Avenue Salt Lot",2015-05-21,2015,5,11:45:00,07:00:00,20,0.32,0,0,0,0,0.02,0.3,0,,Good
"Hudson River, Pier 66",2015-05-21,2015,5,11:45:00,11:27:00,31,0.32,0,0,0,0,0.02,0.3,0,41 ,Good
"Hudson River, Yonkers Paddling and Rowing Club",2015-05-21,2015,5,11:45:00,11:21:00,31,0.32,0,0,0,0,0.02,0.3,0,,Good
"Hudson River, JFK Marina",2015-05-21,2015,5,11:45:00,10:39:00,31,0.32,0,0,0,0,0.02,0.3,0,,Good
